state,county,NAME,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
36,035,"Fulton County, New York",53280,26734
36,037,"Genesee County, New York",58204,29171
36,039,"Greene County, New York",48067,24926
36,041,"Hamilton County, New York",5090,2569
36,043,"Herkimer County, New York",60293,30207
36,045,"Jefferson County, New York",117445,62226
36,047,"Kings County, New York",2679620,1279425
36,049,"Lewis County, New York",26690,13520
36,051,"Livingston County, New York",61980,31139
36,053,"Madison County, New York",68020,33809
36,055,"Monroe County, New York",756406,367653
36,057,"Montgomery County, New York",49624,24788
36,059,"Nassau County, New York",1389160,683660
36,061,"New York County, New York",1645867,788264
36,063,"Niagara County, New York",212230,104348
36,065,"Oneida County, New York",231055,115677
36,067,"Onondaga County, New York",472637,229648
36,069,"Ontario County, New York",112288,55283
36,071,"Orange County, New York",401237,200761
36,073,"Orleans County, New York",40148,20464
36,075,"Oswego County, New York",118037,59486
36,077,"Otsego County, New York",59678,29157
36,079,"Putnam County, New York",97942,49280
36,081,"Queens County, New York",2360826,1155898
36,083,"Rensselaer County, New York",160943,80545
36,085,"Richmond County, New York",492925,241783
36,087,"Rockland County, New York",337326,166981
36,089,"St. Lawrence County, New York",108670,55702
36,091,"Saratoga County, New York",236328,117525
36,093,"Schenectady County, New York",159447,78328
36,095,"Schoharie County, New York",29970,15033
36,097,"Schuyler County, New York",17855,8987
36,099,"Seneca County, New York",33651,17613
36,101,"Steuben County, New York",93584,46984
36,103,"Suffolk County, New York",1524486,756707
36,105,"Sullivan County, New York",78725,40863
36,107,"Tioga County, New York",48344,24193
36,109,"Tompkins County, New York",102555,50314
36,111,"Ulster County, New York",182153,90973
36,113,"Warren County, New York",65684,32658
36,115,"Washington County, New York",61310,31806
36,117,"Wayne County, New York",91324,45865
36,119,"Westchester County, New York",997904,487019
36,121,"Wyoming County, New York",40338,21526
36,123,"Yates County, New York",24713,12105
37,001,"Alamance County, North Carolina",171779,82328
37,003,"Alexander County, North Carolina",36505,18896
37,005,"Alleghany County, North Carolina",10989,5340
37,007,"Anson County, North Carolina",22200,11246
37,009,"Ashe County, North Carolina",26759,13254
37,011,"Avery County, North Carolina",17679,9666
37,013,"Beaufort County, North Carolina",44711,21485
37,015,"Bertie County, North Carolina",17818,9227
37,017,"Bladen County, North Carolina",29807,14326
37,019,"Brunswick County, North Carolina",139721,67404
37,021,"Buncombe County, North Carolina",269449,130266
37,023,"Burke County, North Carolina",87799,44022
37,025,"Cabarrus County, North Carolina",226396,111333
37,027,"Caldwell County, North Carolina",80716,40091
37,029,"Camden County, North Carolina",10547,5494
37,031,"Carteret County, North Carolina",68353,33661
37,033,"Caswell County, North Carolina",22747,11831
37,035,"Catawba County, North Carolina",161011,79315
37,037,"Chatham County, North Carolina",76754,36955
37,039,"Cherokee County, North Carolina",28868,14246
37,041,"Chowan County, North Carolina",13835,6602
37,043,"Clay County, North Carolina",11186,5347
37,045,"Cleveland County, North Carolina",99527,48106
37,047,"Columbus County, North Carolina",50827,25276
37,049,"Craven County, North Carolina",101098,50563
37,051,"Cumberland County, North Carolina",335207,166798
37,053,"Currituck County, North Carolina",28616,14503
37,055,"Dare County, North Carolina",37160,18548
37,057,"Davidson County, North Carolina",169498,83345
37,059,"Davie County, North Carolina",43030,21018
37,061,"Duplin County, North Carolina",49312,24368
37,063,"Durham County, North Carolina",325101,156231
37,065,"Edgecombe County, North Carolina",49067,22979
37,067,"Forsyth County, North Carolina",383739,182947
37,069,"Franklin County, North Carolina",69680,34827
37,071,"Gaston County, North Carolina",228972,111225
37,073,"Gates County, North Carolina",10509,5212
37,075,"Graham County, North Carolina",8047,3994
37,077,"Granville County, North Carolina",61161,31552
37,079,"Greene County, North Carolina",20407,11779
37,081,"Guilford County, North Carolina",539557,256731
37,083,"Halifax County, North Carolina",48772,23755
37,085,"Harnett County, North Carolina",134718,67115
37,087,"Haywood County, North Carolina",62152,30253
37,089,"Henderson County, North Carolina",116469,56226
37,091,"Hertford County, North Carolina",21633,10908
37,093,"Hoke County, North Carolina",52612,26017
37,095,"Hyde County, North Carolina",4636,2394
37,097,"Iredell County, North Carolina",187839,93283
37,099,"Jackson County, North Carolina",42388,20991
37,101,"Johnston County, North Carolina",219042,108299
37,103,"Jones County, North Carolina",9263,4636
37,105,"Lee County, North Carolina",63560,31219
37,107,"Lenoir County, North Carolina",55071,26348
37,109,"Lincoln County, North Carolina",87933,43881
37,111,"McDowell County, North Carolina",44629,22521
37,113,"Macon County, North Carolina",37088,18191
37,115,"Madison County, North Carolina",21414,10613
37,117,"Martin County, North Carolina",21992,10172
37,119,"Mecklenburg County, North Carolina",1115403,540310
37,121,"Mitchell County, North Carolina",14989,7418
37,123,"Montgomery County, North Carolina",25839,12560
37,125,"Moore County, North Carolina",100759,49243
37,127,"Nash County, North Carolina",95015,45908
37,129,"New Hanover County, North Carolina",228134,109251
37,131,"Northampton County, North Carolina",17528,8481
37,133,"Onslow County, North Carolina",203686,113368
37,135,"Orange County, North Carolina",145919,69888
37,137,"Pamlico County, North Carolina",12317,6337
37,139,"Pasquotank County, North Carolina",40454,20076
37,141,"Pender County, North Carolina",61592,31258
37,143,"Perquimans County, North Carolina",13053,6233
37,145,"Person County, North Carolina",39131,18879
37,147,"Pitt County, North Carolina",171196,80857
37,149,"Polk County, North Carolina",19538,9098
37,151,"Randolph County, North Carolina",144403,71792
37,153,"Richmond County, North Carolina",43149,21082
37,155,"Robeson County, North Carolina",117573,56878
37,157,"Rockingham County, North Carolina",91209,44392
37,159,"Rowan County, North Carolina",147067,73080
37,161,"Rutherford County, North Carolina",64680,31503
37,163,"Sampson County, North Carolina",59317,29674
37,165,"Scotland County, North Carolina",34222,17382
37,167,"Stanly County, North Carolina",62723,31635
37,169,"Stokes County, North Carolina",44696,21931
37,171,"Surry County, North Carolina",71429,34926
37,173,"Swain County, North Carolina",14130,6913
37,175,"Transylvania County, North Carolina",33131,16013
37,177,"Tyrrell County, North Carolina",3389,1847
37,179,"Union County, North Carolina",240109,119375
37,181,"Vance County, North Carolina",42492,19917
37,183,"Wake County, North Carolina",1132103,555563
37,185,"Warren County, North Carolina",18803,9379
37,187,"Washington County, North Carolina",11051,5659
37,189,"Watauga County, North Carolina",54540,27205
37,191,"Wayne County, North Carolina",117480,58498
37,193,"Wilkes County, North Carolina",66125,32914
37,195,"Wilson County, North Carolina",78667,37576
37,197,"Yadkin County, North Carolina",37280,18709
37,199,"Yancey County, North Carolina",18538,9203
38,001,"Adams County, North Dakota",2190,1123
38,003,"Barnes County, North Dakota",10826,5436
38,005,"Benson County, North Dakota",5960,3080
38,007,"Billings County, North Dakota",839,456
38,009,"Bottineau County, North Dakota",6411,3358
38,011,"Bowman County, North Dakota",2975,1483
38,013,"Burke County, North Dakota",2184,1146
38,015,"Burleigh County, North Dakota",98443,49666
38,017,"Cass County, North Dakota",186328,94537
38,019,"Cavalier County, North Dakota",3691,1919
38,021,"Dickey County, North Dakota",5003,2497
38,023,"Divide County, North Dakota",2195,1118
38,025,"Dunn County, North Dakota",4049,2228
38,027,"Eddy County, North Dakota",2345,1225
38,029,"Emmons County, North Dakota",3297,1671
38,031,"Foster County, North Dakota",3388,1712
38,033,"Golden Valley County, North Dakota",1734,859
38,035,"Grand Forks County, North Dakota",72927,37845
38,037,"Grant County, North Dakota",2320,1171
38,039,"Griggs County, North Dakota",2309,1176
38,041,"Hettinger County, North Dakota",2477,1183
38,043,"Kidder County, North Dakota",2391,1319
38,045,"LaMoure County, North Dakota",4135,2134
38,047,"Logan County, North Dakota",1849,924
38,049,"McHenry County, North Dakota",5326,2736
38,051,"McIntosh County, North Dakota",2529,1259
38,053,"McKenzie County, North Dakota",14081,7684
38,055,"McLean County, North Dakota",9781,5076
38,057,"Mercer County, North Dakota",8366,4241
38,059,"Morton County, North Dakota",33192,16895
38,061,"Mountrail County, North Dakota",9648,5066
38,063,"Nelson County, North Dakota",3025,1496
38,065,"Oliver County, North Dakota",1832,973
38,067,"Pembina County, North Dakota",6853,3607
38,069,"Pierce County, North Dakota",3999,1995
38,071,"Ramsey County, North Dakota",11613,5770
38,073,"Ransom County, North Dakota",5663,2912
38,075,"Renville County, North Dakota",2282,1205
38,077,"Richland County, North Dakota",16548,8527
38,079,"Rolette County, North Dakota",12292,6058
38,081,"Sargent County, North Dakota",3828,2093
38,083,"Sheridan County, North Dakota",1338,682
38,085,"Sioux County, North Dakota",3896,1958
38,087,"Slope County, North Dakota",837,466
38,089,"Stark County, North Dakota",32989,17290
38,091,"Steele County, North Dakota",1774,913
38,093,"Stutsman County, North Dakota",21609,10985
38,095,"Towner County, North Dakota",2152,1141
38,097,"Traill County, North Dakota",8004,4108
38,099,"Walsh County, North Dakota",10553,5425
38,101,"Ward County, North Dakota",69532,36443
38,103,"Wells County, North Dakota",3990,1941
38,105,"Williams County, North Dakota",39076,21134
39,001,"Adams County, Ohio",27509,13776
39,003,"Allen County, Ohio",102087,51158
39,005,"Ashland County, Ohio",52522,26094
39,007,"Ashtabula County, Ohio",97666,49966
39,009,"Athens County, Ohio",61276,30545
39,011,"Auglaize County, Ohio",46263,23184
39,013,"Belmont County, Ohio",66554,34600
39,015,"Brown County, Ohio",43715,21791
39,017,"Butler County, Ohio",388327,191840
39,019,"Carroll County, Ohio",26761,13653
39,021,"Champaign County, Ohio",38715,19337
39,023,"Clark County, Ohio",135877,66617
39,025,"Clermont County, Ohio",208851,103830
39,027,"Clinton County, Ohio",42077,21017
39,029,"Columbiana County, Ohio",101723,51455
39,031,"Coshocton County, Ohio",36629,18054
39,033,"Crawford County, Ohio",41861,20711
39,035,"Cuyahoga County, Ohio",1256620,604080
39,037,"Darke County, Ohio",51751,25940
39,039,"Defiance County, Ohio",38300,19277
39,041,"Delaware County, Ohio",216074,108175
39,043,"Erie County, Ohio",75299,37056
39,045,"Fairfield County, Ohio",159371,79759
39,047,"Fayette County, Ohio",28901,14270
39,049,"Franklin County, Ohio",1318149,648647
39,051,"Fulton County, Ohio",42602,21385
39,053,"Gallia County, Ohio",29276,14445
39,055,"Geauga County, Ohio",95455,47836
39,057,"Greene County, Ohio",167567,83333
39,059,"Guernsey County, Ohio",38409,19218
39,061,"Hamilton County, Ohio",827671,402336
39,063,"Hancock County, Ohio",75072,37079
39,065,"Hardin County, Ohio",30622,15312
39,067,"Harrison County, Ohio",14528,7186
39,069,"Henry County, Ohio",27601,13838
39,071,"Highland County, Ohio",43285,21303
39,073,"Hocking County, Ohio",28104,14191
39,075,"Holmes County, Ohio",44273,22311
39,077,"Huron County, Ohio",58518,29037
39,079,"Jackson County, Ohio",32563,16059
39,081,"Jefferson County, Ohio",65280,32100
39,083,"Knox County, Ohio",62657,30874
39,085,"Lake County, Ohio",232236,114317
39,087,"Lawrence County, Ohio",57994,28506
39,089,"Licking County, Ohio",178844,88628
39,091,"Logan County, Ohio",46098,23146
39,093,"Lorain County, Ohio",313101,155272
39,095,"Lucas County, Ohio",430014,209528
39,097,"Madison County, Ohio",43961,24175
39,099,"Mahoning County, Ohio",227979,112026
39,101,"Marion County, Ohio",65366,35088
39,103,"Medina County, Ohio",182347,90831
39,105,"Meigs County, Ohio",22242,11180
39,107,"Mercer County, Ohio",42321,21467
39,109,"Miami County, Ohio",108818,54232
39,111,"Monroe County, Ohio",13401,6826
39,113,"Montgomery County, Ohio",536121,259995
39,115,"Morgan County, Ohio",13851,6950
39,117,"Morrow County, Ohio",35049,17821
39,119,"Muskingum County, Ohio",86393,42320
39,121,"Noble County, Ohio",14216,8413
39,123,"Ottawa County, Ohio",40367,20275
39,125,"Paulding County, Ohio",18827,9403
39,127,"Perry County, Ohio",35451,17871
39,129,"Pickaway County, Ohio",58809,31103
39,131,"Pike County, Ohio",27151,13509
39,133,"Portage County, Ohio",161217,79722
39,135,"Preble County, Ohio",40929,20382
39,137,"Putnam County, Ohio",34400,17283
39,139,"Richland County, Ohio",125008,64024
39,141,"Ross County, Ohio",76957,40257
39,143,"Sandusky County, Ohio",58885,29370
39,145,"Scioto County, Ohio",73716,36687
39,147,"Seneca County, Ohio",55062,27744
39,149,"Shelby County, Ohio",48145,24454
39,151,"Stark County, Ohio",374199,183232
39,153,"Summit County, Ohio",539361,263300
39,155,"Trumbull County, Ohio",201749,99158
39,157,"Tuscarawas County, Ohio",92840,46428
39,159,"Union County, Ohio",63411,30672
39,161,"Van Wert County, Ohio",28833,14236
39,163,"Vinton County, Ohio",12790,6496
39,165,"Warren County, Ohio",243189,123412
39,167,"Washington County, Ohio",59639,29683
39,169,"Wayne County, Ohio",116680,58125
39,171,"Williams County, Ohio",36973,18476
39,173,"Wood County, Ohio",131564,65263
39,175,"Wyandot County, Ohio",21818,10775
40,001,"Adair County, Oklahoma",19726,9903
40,003,"Alfalfa County, Oklahoma",5683,3547
40,005,"Atoka County, Oklahoma",14117,7846
40,007,"Beaver County, Oklahoma",5071,2549
40,009,"Beckham County, Oklahoma",22295,12565
40,011,"Blaine County, Oklahoma",8661,4674
40,013,"Bryan County, Oklahoma",46528,22778
40,015,"Caddo County, Oklahoma",26910,15120
40,017,"Canadian County, Oklahoma",156681,78044
40,019,"Carter County, Oklahoma",48202,23556
40,021,"Cherokee County, Oklahoma",47412,23129
40,023,"Choctaw County, Oklahoma",14285,6910
40,025,"Cimarron County, Oklahoma",2272,1151
40,027,"Cleveland County, Oklahoma",295060,147722
40,029,"Coal County, Oklahoma",5287,2696
40,031,"Comanche County, Oklahoma",121777,63246
40,033,"Cotton County, Oklahoma",5537,2713
40,035,"Craig County, Oklahoma",14144,7269
40,037,"Creek County, Oklahoma",72076,35821
40,039,"Custer County, Oklahoma",28391,13842
40,041,"Delaware County, Oklahoma",40791,20200
40,043,"Dewey County, Oklahoma",4504,2249
40,045,"Ellis County, Oklahoma",3755,1827
40,047,"Garfield County, Oklahoma",62456,31386
40,049,"Garvin County, Oklahoma",25806,12882
40,051,"Grady County, Oklahoma",55314,27836
40,053,"Grant County, Oklahoma",4152,2097
40,055,"Greer County, Oklahoma",5531,3096
40,057,"Harmon County, Oklahoma",2499,1243
40,059,"Harper County, Oklahoma",3272,1613
40,061,"Haskell County, Oklahoma",11651,5811
40,063,"Hughes County, Oklahoma",13409,7306
40,065,"Jackson County, Oklahoma",24776,12484
40,067,"Jefferson County, Oklahoma",5420,2658
40,069,"Johnston County, Oklahoma",10410,5254
40,071,"Kay County, Oklahoma",43859,21922
40,073,"Kingfisher County, Oklahoma",15290,7538
40,075,"Kiowa County, Oklahoma",8446,4035
40,077,"Latimer County, Oklahoma",9537,4838
40,079,"Le Flore County, Oklahoma",48525,24544
40,081,"Lincoln County, Oklahoma",33734,16937
40,083,"Logan County, Oklahoma",49919,24955
40,085,"Love County, Oklahoma",10158,5137
40,087,"McClain County, Oklahoma",42393,21349
40,089,"McCurtain County, Oklahoma",31003,15366
40,091,"McIntosh County, Oklahoma",19159,9568
40,093,"Major County, Oklahoma",7678,3833
40,095,"Marshall County, Oklahoma",15494,7918
40,097,"Mayes County, Oklahoma",39324,19757
40,099,"Murray County, Oklahoma",13837,7153
40,101,"Muskogee County, Oklahoma",66606,32623
40,103,"Noble County, Oklahoma",10981,5451
40,105,"Nowata County, Oklahoma",9460,4678
40,107,"Okfuskee County, Oklahoma",11349,6190
40,109,"Oklahoma County, Oklahoma",795822,391854
40,111,"Okmulgee County, Oklahoma",36900,18390
40,113,"Osage County, Oklahoma",46004,23249
40,115,"Ottawa County, Oklahoma",30472,15060
40,117,"Pawnee County, Oklahoma",15682,7957
40,119,"Payne County, Oklahoma",82058,42359
40,121,"Pittsburg County, Oklahoma",43758,22282
40,123,"Pontotoc County, Oklahoma",38116,18629
40,125,"Pottawatomie County, Oklahoma",72734,34941
40,127,"Pushmataha County, Oklahoma",10845,5312
40,129,"Roger Mills County, Oklahoma",3423,1783
40,131,"Rogers County, Oklahoma",95870,48039
40,133,"Seminole County, Oklahoma",23592,11650
40,135,"Sequoyah County, Oklahoma",39538,19621
40,137,"Stephens County, Oklahoma",43140,21143
40,139,"Texas County, Oklahoma",21144,11391
40,141,"Tillman County, Oklahoma",7013,3477
40,143,"Tulsa County, Oklahoma",668923,328785
40,145,"Wagoner County, Oklahoma",82269,41011
40,147,"Washington County, Oklahoma",52579,25922
40,149,"Washita County, Oklahoma",10930,5460
40,151,"Woods County, Oklahoma",8661,4551
40,153,"Woodward County, Oklahoma",20411,10797
41,001,"Baker County, Oregon",16685,8629
41,003,"Benton County, Oregon",95615,48293
41,005,"Clackamas County, Oregon",420925,209373
41,007,"Clatsop County, Oregon",41190,20435
41,009,"Columbia County, Oregon",52865,26965
41,011,"Coos County, Oregon",64908,32219
41,013,"Crook County, Oregon",24987,12493
41,015,"Curry County, Oregon",23404,11530
41,017,"Deschutes County, Oregon",199352,99597
41,019,"Douglas County, Oregon",111322,55508
41,021,"Gilliam County, Oregon",1983,1029
41,023,"Grant County, Oregon",7237,3672
41,025,"Harney County, Oregon",7496,3792
41,027,"Hood River County, Oregon",23965,11919
41,029,"Jackson County, Oregon",222604,109360
41,031,"Jefferson County, Oregon",24659,12681
41,033,"Josephine County, Oregon",87994,43101
41,035,"Klamath County, Oregon",69506,34762
41,037,"Lake County, Oregon",8201,4465
41,039,"Lane County, Oregon",382218,189292
41,041,"Lincoln County, Oregon",50334,24319
41,043,"Linn County, Oregon",128598,64303
41,045,"Malheur County, Oregon",31538,17355
41,047,"Marion County, Oregon",345815,173623
41,049,"Morrow County, Oregon",12140,6183
41,051,"Multnomah County, Oregon",808098,403380
41,053,"Polk County, Oregon",87600,43058
41,055,"Sherman County, Oregon",1900,932
41,057,"Tillamook County, Oregon",27345,13835
41,059,"Umatilla County, Oregon",79904,41890
41,061,"Union County, Oregon",26286,13176
41,063,"Wallowa County, Oregon",7439,3673
41,065,"Wasco County, Oregon",26639,13645
41,067,"Washington County, Oregon",599541,299671
41,069,"Wheeler County, Oregon",1407,694
41,071,"Yamhill County, Oregon",107674,54489
42,001,"Adams County, Pennsylvania",104604,52094
42,003,"Allegheny County, Pennsylvania",1245310,607557
42,005,"Armstrong County, Pennsylvania",65538,32862
42,007,"Beaver County, Pennsylvania",167629,82169
42,009,"Bedford County, Pennsylvania",47613,23820
42,011,"Berks County, Pennsylvania",428483,212820
42,013,"Blair County, Pennsylvania",122640,60452
42,015,"Bradford County, Pennsylvania",60159,30156
42,017,"Bucks County, Pennsylvania",645163,319410
42,019,"Butler County, Pennsylvania",194562,97055
42,021,"Cambria County, Pennsylvania",133263,66411
42,023,"Cameron County, Pennsylvania",4536,2280
42,025,"Carbon County, Pennsylvania",65018,32644
42,027,"Centre County, Pennsylvania",158665,83943
42,029,"Chester County, Pennsylvania",536474,266330
42,031,"Clarion County, Pennsylvania",37489,18539
42,033,"Clearfield County, Pennsylvania",79707,42095
42,035,"Clinton County, Pennsylvania",37860,18916
42,037,"Columbia County, Pennsylvania",64924,31398
42,039,"Crawford County, Pennsylvania",83876,41371
42,041,"Cumberland County, Pennsylvania",261269,130394
42,043,"Dauphin County, Pennsylvania",286108,139988
42,045,"Delaware County, Pennsylvania",575312,279037
42,047,"Elk County, Pennsylvania",30886,15773
42,049,"Erie County, Pennsylvania",270495,134616
42,051,"Fayette County, Pennsylvania",128417,64341
42,053,"Forest County, Pennsylvania",6959,4582
42,055,"Franklin County, Pennsylvania",156084,77293
42,057,"Fulton County, Pennsylvania",14545,7485
42,059,"Greene County, Pennsylvania",35781,18713
42,061,"Huntingdon County, Pennsylvania",44123,23607
42,063,"Indiana County, Pennsylvania",83394,41593
42,065,"Jefferson County, Pennsylvania",44326,22308
42,067,"Juniata County, Pennsylvania",23535,11805
42,069,"Lackawanna County, Pennsylvania",215672,105900
42,071,"Lancaster County, Pennsylvania",553202,272524
42,073,"Lawrence County, Pennsylvania",85907,41879
42,075,"Lebanon County, Pennsylvania",143258,70793
42,077,"Lehigh County, Pennsylvania",374110,184521
42,079,"Luzerne County, Pennsylvania",325396,162277
42,081,"Lycoming County, Pennsylvania",114022,56229
42,083,"McKean County, Pennsylvania",40459,20929
42,085,"Mercer County, Pennsylvania",110600,54917
42,087,"Mifflin County, Pennsylvania",46146,22740
42,089,"Monroe County, Pennsylvania",168128,84131
42,091,"Montgomery County, Pennsylvania",856399,419933
42,093,"Montour County, Pennsylvania",18165,8912
42,095,"Northampton County, Pennsylvania",314299,155709
42,097,"Northumberland County, Pennsylvania",91340,46403
42,099,"Perry County, Pennsylvania",45941,23368
42,101,"Philadelphia County, Pennsylvania",1593208,757083
42,103,"Pike County, Pennsylvania",58996,30212
42,105,"Potter County, Pennsylvania",16390,8220
42,107,"Schuylkill County, Pennsylvania",143201,73915
42,109,"Snyder County, Pennsylvania",39797,19772
42,111,"Somerset County, Pennsylvania",73802,38686
42,113,"Sullivan County, Pennsylvania",5880,3096
42,115,"Susquehanna County, Pennsylvania",38540,19522
42,117,"Tioga County, Pennsylvania",41186,20676
42,119,"Union County, Pennsylvania",42908,23217
42,121,"Venango County, Pennsylvania",50475,25174
42,123,"Warren County, Pennsylvania",38492,19478
42,125,"Washington County, Pennsylvania",209631,103708
42,127,"Wayne County, Pennsylvania",51227,27289
42,129,"Westmoreland County, Pennsylvania",354414,175081
42,131,"Wyoming County, Pennsylvania",26219,13254
42,133,"York County, Pennsylvania",457051,227361
44,001,"Bristol County, Rhode Island",50658,24571
44,003,"Kent County, Rhode Island",170168,83198
44,005,"Newport County, Rhode Island",85442,42340
44,007,"Providence County, Rhode Island",657984,323700
44,009,"Washington County, Rhode Island",129998,63412
45,001,"Abbeville County, South Carolina",24368,11865
45,003,"Aiken County, South Carolina",169865,82326
45,005,"Allendale County, South Carolina",8073,4417
45,007,"Anderson County, South Carolina",204592,99223
45,009,"Bamberg County, South Carolina",13311,6418
45,011,"Barnwell County, South Carolina",20653,10283
45,013,"Beaufort County, South Carolina",189071,93987
45,015,"Berkeley County, South Carolina",231419,115726
45,017,"Calhoun County, South Carolina",14145,6926
45,019,"Charleston County, South Carolina",409840,199049
45,021,"Cherokee County, South Carolina",56200,27445
45,023,"Chester County, South Carolina",32171,15747
45,025,"Chesterfield County, South Carolina",43536,21350
45,027,"Clarendon County, South Carolina",31163,15383
45,029,"Colleton County, South Carolina",38561,18675
45,031,"Darlington County, South Carolina",63025,30142
45,033,"Dillon County, South Carolina",28255,13381
45,035,"Dorchester County, South Carolina",162139,79482
45,037,"Edgefield County, South Carolina",26181,14104
45,039,"Fairfield County, South Carolina",20942,10240
45,041,"Florence County, South Carolina",137015,64679
45,043,"Georgetown County, South Carolina",63594,30536
45,045,"Greenville County, South Carolina",528251,257714
45,047,"Greenwood County, South Carolina",69309,32530
45,049,"Hampton County, South Carolina",18890,10180
45,051,"Horry County, South Carolina",356578,173106
45,053,"Jasper County, South Carolina",29444,14678
45,055,"Kershaw County, South Carolina",65779,32239
45,057,"Lancaster County, South Carolina",97611,47800
45,059,"Laurens County, South Carolina",67456,33111
45,061,"Lee County, South Carolina",16557,8455
45,063,"Lexington County, South Carolina",295934,144763
45,065,"McCormick County, South Carolina",9612,5187
45,067,"Marion County, South Carolina",29212,13603
45,069,"Marlboro County, South Carolina",26585,13975
45,071,"Newberry County, South Carolina",37918,18569
45,073,"Oconee County, South Carolina",78775,38804
45,075,"Orangeburg County, South Carolina",84159,39563
45,077,"Pickens County, South Carolina",131106,65776
45,079,"Richland County, South Carolina",416161,200680
45,081,"Saluda County, South Carolina",18952,9903
45,083,"Spartanburg County, South Carolina",330119,161252
45,085,"Sumter County, South Carolina",105199,51138
45,087,"Union County, South Carolina",27158,12851
45,089,"Williamsburg County, South Carolina",30879,15038
45,091,"York County, South Carolina",282987,137720
46,003,"Aurora County, South Dakota",2590,1359
46,005,"Beadle County, South Dakota",19089,9456
46,007,"Bennett County, South Dakota",3391,1597
46,009,"Bon Homme County, South Dakota",7018,4227
46,011,"Brookings County, South Dakota",34631,17743
46,013,"Brown County, South Dakota",38278,18974
46,015,"Brule County, South Dakota",5247,2676
46,017,"Buffalo County, South Dakota",1859,992
46,019,"Butte County, South Dakota",10369,5092
46,021,"Campbell County, South Dakota",1534,801
46,023,"Charles Mix County, South Dakota",9302,4655
46,025,"Clark County, South Dakota",3837,1957
46,027,"Clay County, South Dakota",14953,7362
46,029,"Codington County, South Dakota",28402,14365
46,031,"Corson County, South Dakota",3906,1974
46,033,"Custer County, South Dakota",8515,4241
46,035,"Davison County, South Dakota",19966,9894
46,037,"Day County, South Dakota",5485,2821
46,039,"Deuel County, South Dakota",4298,2198
46,041,"Dewey County, South Dakota",5275,2648
46,043,"Douglas County, South Dakota",2823,1397
46,045,"Edmunds County, South Dakota",4014,2092
46,047,"Fall River County, South Dakota",7079,3599
46,049,"Faulk County, South Dakota",2140,1034
46,051,"Grant County, South Dakota",7533,3867
46,053,"Gregory County, South Dakota",3983,2063
46,055,"Haakon County, South Dakota",1755,795
46,057,"Hamlin County, South Dakota",6196,3225
46,059,"Hand County, South Dakota",3075,1572
46,061,"Hanson County, South Dakota",3443,1765
46,063,"Harding County, South Dakota",1176,621
46,065,"Hughes County, South Dakota",17812,8860
46,067,"Hutchinson County, South Dakota",7401,3671
46,069,"Hyde County, South Dakota",1319,683
46,071,"Jackson County, South Dakota",2838,1309
46,073,"Jerauld County, South Dakota",1836,916
46,075,"Jones County, South Dakota",1006,414
46,077,"Kingsbury County, South Dakota",5172,2661
46,079,"Lake County, South Dakota",11207,5839
46,081,"Lawrence County, South Dakota",26047,12840
46,083,"Lincoln County, South Dakota",65801,32666
46,085,"Lyman County, South Dakota",3719,1966
46,087,"McCook County, South Dakota",5714,2954
46,089,"McPherson County, South Dakota",2251,1101
46,091,"Marshall County, South Dakota",4363,2232
46,093,"Meade County, South Dakota",29970,15706
46,095,"Mellette County, South Dakota",1989,969
46,097,"Miner County, South Dakota",2312,1167
46,099,"Minnehaha County, South Dakota",197742,100828
46,101,"Moody County, South Dakota",6346,3258
46,102,"Oglala Lakota County, South Dakota",13695,6886
46,103,"Pennington County, South Dakota",110386,56398
46,105,"Perkins County, South Dakota",2970,1492
46,107,"Potter County, South Dakota",2587,1264
46,109,"Roberts County, South Dakota",10242,5276
46,111,"Sanborn County, South Dakota",2373,1188
46,115,"Spink County, South Dakota",6355,3231
46,117,"Stanley County, South Dakota",2979,1710
46,119,"Sully County, South Dakota",1318,749
46,121,"Todd County, South Dakota",9353,4616
46,123,"Tripp County, South Dakota",5607,2859
46,125,"Turner County, South Dakota",8687,4335
46,127,"Union County, South Dakota",16700,8531
46,129,"Walworth County, South Dakota",5317,2675
46,135,"Yankton County, South Dakota",23311,12132
46,137,"Ziebach County, South Dakota",2455,1227
47,001,"Anderson County, Tennessee",77337,37953
47,003,"Bedford County, Tennessee",50533,25432
47,005,"Benton County, Tennessee",15933,7837
47,007,"Bledsoe County, Tennessee",14816,8744
47,009,"Blount County, Tennessee",135951,66732
47,011,"Bradley County, Tennessee",108859,53175
47,013,"Campbell County, Tennessee",39397,19508
47,015,"Cannon County, Tennessee",14481,7312
47,017,"Carroll County, Tennessee",28381,14053
47,019,"Carter County, Tennessee",56315,27645
47,021,"Cheatham County, Tennessee",41184,20853
47,023,"Chester County, Tennessee",17392,8384
47,025,"Claiborne County, Tennessee",32092,15900
47,027,"Clay County, Tennessee",7592,3630
47,029,"Cocke County, Tennessee",36186,17696
47,031,"Coffee County, Tennessee",58080,28682
47,033,"Crockett County, Tennessee",13955,6853
47,035,"Cumberland County, Tennessee",61552,30166
47,037,"Davidson County, Tennessee",709786,343836
47,039,"Decatur County, Tennessee",11483,5661
47,041,"DeKalb County, Tennessee",20209,10321
47,043,"Dickson County, Tennessee",54563,26899
47,045,"Dyer County, Tennessee",36818,17679
47,047,"Fayette County, Tennessee",42228,21068
