state,county,NAME,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
17,029,"Coles County, Illinois",47076,23095
17,031,"Cook County, Illinois",5225367,2554641
17,033,"Crawford County, Illinois",18729,9989
17,035,"Cumberland County, Illinois",10447,5400
17,037,"DeKalb County, Illinois",100686,50029
17,039,"De Witt County, Illinois",15535,7822
17,041,"Douglas County, Illinois",19714,9766
17,043,"DuPage County, Illinois",930559,461287
17,045,"Edgar County, Illinois",16852,8364
17,047,"Edwards County, Illinois",6182,3064
17,049,"Effingham County, Illinois",34594,17394
17,051,"Fayette County, Illinois",21464,11334
17,053,"Ford County, Illinois",13484,6760
17,055,"Franklin County, Illinois",37810,18902
17,057,"Fulton County, Illinois",33691,17528
17,059,"Gallatin County, Illinois",4967,2498
17,061,"Greene County, Illinois",12015,6050
17,063,"Grundy County, Illinois",52624,26702
17,065,"Hamilton County, Illinois",8008,3965
17,067,"Hancock County, Illinois",17582,8916
17,069,"Hardin County, Illinois",3665,1846
17,071,"Henderson County, Illinois",6374,3194
17,073,"Henry County, Illinois",49157,24530
17,075,"Iroquois County, Illinois",27043,13380
17,077,"Jackson County, Illinois",53176,26334
17,079,"Jasper County, Illinois",9295,4713
17,081,"Jefferson County, Illinois",37043,19097
17,083,"Jersey County, Illinois",21462,10512
17,085,"Jo Daviess County, Illinois",21942,11058
17,087,"Johnson County, Illinois",13313,7779
17,089,"Kane County, Illinois",517254,259491
17,091,"Kankakee County, Illinois",107421,53263
17,093,"Kendall County, Illinois",132795,66370
17,095,"Knox County, Illinois",49751,25294
17,097,"Lake County, Illinois",713159,359281
17,099,"LaSalle County, Illinois",109495,55761
17,101,"Lawrence County, Illinois",15302,8608
17,103,"Lee County, Illinois",34221,18205
17,105,"Livingston County, Illinois",35771,18285
17,107,"Logan County, Illinois",28027,13619
17,109,"McDonough County, Illinois",27370,13336
17,111,"McHenry County, Illinois",311133,155933
17,113,"McLean County, Illinois",171284,83922
17,115,"Macon County, Illinois",103542,49921
17,117,"Macoupin County, Illinois",44907,22332
17,119,"Madison County, Illinois",265512,130136
17,121,"Marion County, Illinois",37543,18520
17,123,"Marshall County, Illinois",11740,5906
17,125,"Mason County, Illinois",13074,6433
17,127,"Massac County, Illinois",14135,6869
17,129,"Menard County, Illinois",12284,6051
17,131,"Mercer County, Illinois",15692,7951
17,133,"Monroe County, Illinois",34905,17530
17,135,"Montgomery County, Illinois",28352,15006
17,137,"Morgan County, Illinois",32882,16317
17,139,"Moultrie County, Illinois",14531,7171
17,141,"Ogle County, Illinois",51672,25836
17,143,"Peoria County, Illinois",181186,88477
17,145,"Perry County, Illinois",20996,11462
17,147,"Piatt County, Illinois",16698,8227
17,149,"Pike County, Illinois",14776,7404
17,151,"Pope County, Illinois",3799,1966
17,153,"Pulaski County, Illinois",5177,2600
17,155,"Putnam County, Illinois",5628,2886
17,157,"Randolph County, Illinois",30413,16471
17,159,"Richland County, Illinois",15716,7847
17,161,"Rock Island County, Illinois",143819,71318
17,163,"St. Clair County, Illinois",256791,124864
17,165,"Saline County, Illinois",23662,11604
17,167,"Sangamon County, Illinois",196122,94848
17,169,"Schuyler County, Illinois",6879,3813
17,171,"Scott County, Illinois",4899,2468
17,173,"Shelby County, Illinois",21042,10434
17,175,"Stark County, Illinois",5395,2720
17,177,"Stephenson County, Illinois",44482,21763
17,179,"Tazewell County, Illinois",131276,64995
17,181,"Union County, Illinois",17122,8662
17,183,"Vermilion County, Illinois",74113,37165
17,185,"Wabash County, Illinois",11321,5516
17,187,"Warren County, Illinois",16760,8311
17,189,"Washington County, Illinois",13781,7013
17,191,"Wayne County, Illinois",16127,8092
17,193,"White County, Illinois",13834,6758
17,195,"Whiteside County, Illinois",55569,27939
17,197,"Will County, Illinois",696774,348352
17,199,"Williamson County, Illinois",67120,33757
17,201,"Winnebago County, Illinois",284591,139697
17,203,"Woodford County, Illinois",38414,19241
18,001,"Adams County, Indiana",35827,17994
18,003,"Allen County, Indiana",385456,189922
18,005,"Bartholomew County, Indiana",82371,41670
18,007,"Benton County, Indiana",8709,4389
18,009,"Blackford County, Indiana",12074,5892
18,011,"Boone County, Indiana",71235,35557
18,013,"Brown County, Indiana",15513,7767
18,015,"Carroll County, Indiana",20397,10389
18,017,"Cass County, Indiana",37820,18812
18,019,"Clark County, Indiana",121484,59727
18,021,"Clay County, Indiana",26396,13130
18,023,"Clinton County, Indiana",33020,16560
18,025,"Crawford County, Indiana",10511,5422
18,027,"Daviess County, Indiana",33337,16621
18,029,"Dearborn County, Indiana",50709,25306
18,031,"Decatur County, Indiana",26432,13231
18,033,"DeKalb County, Indiana",43312,21585
18,035,"Delaware County, Indiana",112156,54338
18,037,"Dubois County, Indiana",43584,21908
18,039,"Elkhart County, Indiana",206841,102604
18,041,"Fayette County, Indiana",23391,11504
18,043,"Floyd County, Indiana",80191,39240
18,045,"Fountain County, Indiana",16468,8249
18,047,"Franklin County, Indiana",22850,11368
18,049,"Fulton County, Indiana",20420,10257
18,051,"Gibson County, Indiana",33006,16739
18,053,"Grant County, Indiana",66560,31961
18,055,"Greene County, Indiana",30900,15614
18,057,"Hamilton County, Indiana",349527,172239
18,059,"Hancock County, Indiana",80170,39956
18,061,"Harrison County, Indiana",39684,20025
18,063,"Hendricks County, Indiana",175639,88267
18,065,"Henry County, Indiana",48913,25877
18,067,"Howard County, Indiana",83452,40618
18,069,"Huntington County, Indiana",36699,18383
18,071,"Jackson County, Indiana",46212,23240
18,073,"Jasper County, Indiana",33045,16600
18,075,"Jay County, Indiana",20451,10298
18,077,"Jefferson County, Indiana",33057,15864
18,079,"Jennings County, Indiana",27610,14060
18,081,"Johnson County, Indiana",161952,80197
18,083,"Knox County, Indiana",36148,18385
18,085,"Kosciusko County, Indiana",80442,40282
18,087,"LaGrange County, Indiana",40364,20433
18,089,"Lake County, Indiana",497682,242732
18,091,"LaPorte County, Indiana",112215,58203
18,093,"Lawrence County, Indiana",45113,22278
18,095,"Madison County, Indiana",130545,65913
18,097,"Marion County, Indiana",971737,471206
18,099,"Marshall County, Indiana",46208,23370
18,101,"Martin County, Indiana",9863,5091
18,103,"Miami County, Indiana",35952,19575
18,105,"Monroe County, Indiana",140065,69953
18,107,"Montgomery County, Indiana",38018,19455
18,109,"Morgan County, Indiana",71757,35959
18,111,"Newton County, Indiana",13829,7123
18,113,"Noble County, Indiana",47431,23977
18,115,"Ohio County, Indiana",5974,2959
18,117,"Orange County, Indiana",19768,9889
18,119,"Owen County, Indiana",21361,10898
18,121,"Parke County, Indiana",16327,7861
18,123,"Perry County, Indiana",19186,10419
18,125,"Pike County, Indiana",12227,6092
18,127,"Porter County, Indiana",173355,86060
18,129,"Posey County, Indiana",25226,12735
18,131,"Pulaski County, Indiana",12498,6255
18,133,"Putnam County, Indiana",36942,19430
18,135,"Randolph County, Indiana",24586,12318
18,137,"Ripley County, Indiana",28990,14424
18,139,"Rush County, Indiana",16716,8374
18,141,"St. Joseph County, Indiana",272388,133435
18,143,"Scott County, Indiana",24403,12208
18,145,"Shelby County, Indiana",44940,22269
18,147,"Spencer County, Indiana",19935,10161
18,149,"Starke County, Indiana",23308,11724
18,151,"Steuben County, Indiana",34507,17722
18,153,"Sullivan County, Indiana",20791,11140
18,155,"Switzerland County, Indiana",9896,5046
18,157,"Tippecanoe County, Indiana",186955,96158
18,159,"Tipton County, Indiana",15328,7637
18,161,"Union County, Indiana",7041,3487
18,163,"Vanderburgh County, Indiana",179900,88005
18,165,"Vermillion County, Indiana",15488,7852
18,167,"Vigo County, Indiana",106355,53823
18,169,"Wabash County, Indiana",31032,15174
18,171,"Warren County, Indiana",8454,4216
18,173,"Warrick County, Indiana",64065,31526
18,175,"Washington County, Indiana",28133,13988
18,177,"Wayne County, Indiana",66522,32540
18,179,"Wells County, Indiana",28167,13959
18,181,"White County, Indiana",24630,12424
18,183,"Whitley County, Indiana",34259,17275
19,001,"Adair County, Iowa",7479,3816
19,003,"Adams County, Iowa",3680,1850
19,005,"Allamakee County, Iowa",14046,7088
19,007,"Appanoose County, Iowa",12279,6147
19,009,"Audubon County, Iowa",5651,2811
19,011,"Benton County, Iowa",25652,12934
19,013,"Black Hawk County, Iowa",131041,64632
19,015,"Boone County, Iowa",26700,13632
19,017,"Bremer County, Iowa",25012,12529
19,019,"Buchanan County, Iowa",20631,10340
19,021,"Buena Vista County, Iowa",20687,10599
19,023,"Butler County, Iowa",14376,7132
19,025,"Calhoun County, Iowa",9893,5162
19,027,"Carroll County, Iowa",20728,10370
19,029,"Cass County, Iowa",13116,6493
19,031,"Cedar County, Iowa",18479,9162
19,033,"Cerro Gordo County, Iowa",42979,21433
19,035,"Cherokee County, Iowa",11601,5842
19,037,"Chickasaw County, Iowa",11957,6115
19,039,"Clarke County, Iowa",9737,5039
19,041,"Clay County, Iowa",16423,8029
19,043,"Clayton County, Iowa",17123,8663
19,045,"Clinton County, Iowa",46488,22930
19,047,"Crawford County, Iowa",16450,8167
19,049,"Dallas County, Iowa",100367,49977
19,051,"Davis County, Iowa",9093,4636
19,053,"Decatur County, Iowa",7684,3912
19,055,"Delaware County, Iowa",17523,8944
19,057,"Des Moines County, Iowa",38824,19118
19,059,"Dickinson County, Iowa",17692,8843
19,061,"Dubuque County, Iowa",98812,49036
19,063,"Emmet County, Iowa",9349,4635
19,065,"Fayette County, Iowa",19519,9870
19,067,"Floyd County, Iowa",15601,7993
19,069,"Franklin County, Iowa",10015,5078
19,071,"Fremont County, Iowa",6639,3327
19,073,"Greene County, Iowa",8801,4373
19,075,"Grundy County, Iowa",12351,6151
19,077,"Guthrie County, Iowa",10619,5325
19,079,"Hamilton County, Iowa",14979,7637
19,081,"Hancock County, Iowa",10790,5493
19,083,"Hardin County, Iowa",16861,8496
19,085,"Harrison County, Iowa",14623,7452
19,087,"Henry County, Iowa",20436,10749
19,089,"Howard County, Iowa",9479,4787
19,091,"Humboldt County, Iowa",9606,4857
19,093,"Ida County, Iowa",6969,3506
19,095,"Iowa County, Iowa",16575,8470
19,097,"Jackson County, Iowa",19470,9867
19,099,"Jasper County, Iowa",37808,19739
19,101,"Jefferson County, Iowa",15785,8293
19,103,"Johnson County, Iowa",153360,76466
19,105,"Jones County, Iowa",20733,10828
19,107,"Keokuk County, Iowa",10026,5147
19,109,"Kossuth County, Iowa",14718,7433
19,111,"Lee County, Iowa",33442,16597
19,113,"Linn County, Iowa",229308,113646
19,115,"Louisa County, Iowa",10823,5572
19,117,"Lucas County, Iowa",8666,4457
19,119,"Lyon County, Iowa",12023,6161
19,121,"Madison County, Iowa",16609,8470
19,123,"Mahaska County, Iowa",22059,11202
19,125,"Marion County, Iowa",33487,16755
19,127,"Marshall County, Iowa",40049,20302
19,129,"Mills County, Iowa",14605,7156
19,131,"Mitchell County, Iowa",10537,5286
19,133,"Monona County, Iowa",8671,4201
19,135,"Monroe County, Iowa",7574,3774
19,137,"Montgomery County, Iowa",10285,4977
19,139,"Muscatine County, Iowa",42968,21552
19,141,"O'Brien County, Iowa",14138,7007
19,143,"Osceola County, Iowa",6149,3195
19,145,"Page County, Iowa",15225,8006
19,147,"Palo Alto County, Iowa",8938,4526
19,149,"Plymouth County, Iowa",25621,13013
19,151,"Pocahontas County, Iowa",7061,3502
19,153,"Polk County, Iowa",493378,245241
19,155,"Pottawattamie County, Iowa",93543,46861
19,157,"Poweshiek County, Iowa",18608,9129
19,159,"Ringgold County, Iowa",4690,2317
19,161,"Sac County, Iowa",9778,4938
19,163,"Scott County, Iowa",174315,86169
19,165,"Shelby County, Iowa",11737,5704
19,167,"Sioux County, Iowa",35815,18140
19,169,"Story County, Iowa",98573,51726
19,171,"Tama County, Iowa",17017,8627
19,173,"Taylor County, Iowa",5916,2949
19,175,"Union County, Iowa",12107,5899
19,177,"Van Buren County, Iowa",7207,3687
19,179,"Wapello County, Iowa",35292,17753
19,181,"Warren County, Iowa",52709,26268
19,183,"Washington County, Iowa",22534,11121
19,185,"Wayne County, Iowa",6484,3238
19,187,"Webster County, Iowa",36986,19367
19,189,"Winnebago County, Iowa",10704,5425
19,191,"Winneshiek County, Iowa",20050,10072
19,193,"Woodbury County, Iowa",105526,52847
19,195,"Worth County, Iowa",7417,3814
19,197,"Wright County, Iowa",12897,6553
20,001,"Allen County, Kansas",12554,6206
20,003,"Anderson County, Kansas",7799,3886
20,005,"Atchison County, Kansas",16309,7909
20,007,"Barber County, Kansas",4081,2093
20,009,"Barton County, Kansas",25477,12548
20,011,"Bourbon County, Kansas",14405,7015
20,013,"Brown County, Kansas",9486,4715
20,015,"Butler County, Kansas",67618,34400
20,017,"Chase County, Kansas",2570,1322
20,019,"Chautauqua County, Kansas",3389,1763
20,021,"Cherokee County, Kansas",19380,9485
20,023,"Cheyenne County, Kansas",2619,1373
20,025,"Clark County, Kansas",1977,1017
20,027,"Clay County, Kansas",8088,4113
20,029,"Cloud County, Kansas",9008,4653
20,031,"Coffey County, Kansas",8334,4191
20,033,"Comanche County, Kansas",1825,914
20,035,"Cowley County, Kansas",34661,17550
20,037,"Crawford County, Kansas",39012,19945
20,039,"Decatur County, Kansas",2771,1407
20,041,"Dickinson County, Kansas",18492,9403
20,043,"Doniphan County, Kansas",7501,3884
20,045,"Douglas County, Kansas",119094,59385
20,047,"Edwards County, Kansas",2849,1404
20,049,"Elk County, Kansas",2453,1245
20,051,"Ellis County, Kansas",28921,14463
20,053,"Ellsworth County, Kansas",6374,3578
20,055,"Finney County, Kansas",38187,19697
20,057,"Ford County, Kansas",34212,17709
20,059,"Franklin County, Kansas",25968,13000
20,061,"Geary County, Kansas",36247,19277
20,063,"Gove County, Kansas",2758,1402
20,065,"Graham County, Kansas",2430,1203
20,067,"Grant County, Kansas",7336,4087
20,069,"Gray County, Kansas",5719,2933
20,071,"Greeley County, Kansas",1279,609
20,073,"Greenwood County, Kansas",6001,3045
20,075,"Hamilton County, Kansas",2520,1287
20,077,"Harper County, Kansas",5457,2698
20,079,"Harvey County, Kansas",33959,16679
20,081,"Haskell County, Kansas",3735,1824
20,083,"Hodgeman County, Kansas",1770,849
20,085,"Jackson County, Kansas",13274,6748
20,087,"Jefferson County, Kansas",18387,9299
20,089,"Jewell County, Kansas",2929,1521
20,091,"Johnson County, Kansas",610742,302382
20,093,"Kearny County, Kansas",3964,2041
20,095,"Kingman County, Kansas",7369,3744
20,097,"Kiowa County, Kansas",2445,1150
20,099,"Labette County, Kansas",20096,10233
20,101,"Lane County, Kansas",1528,754
20,103,"Leavenworth County, Kansas",82050,43746
20,105,"Lincoln County, Kansas",2929,1494
20,107,"Linn County, Kansas",9696,5009
20,109,"Logan County, Kansas",2752,1427
20,111,"Lyon County, Kansas",32182,15699
20,113,"McPherson County, Kansas",30085,14968
20,115,"Marion County, Kansas",11867,5993
20,117,"Marshall County, Kansas",10014,5032
20,119,"Meade County, Kansas",4019,1999
20,121,"Miami County, Kansas",34312,17443
20,123,"Mitchell County, Kansas",5829,2924
20,125,"Montgomery County, Kansas",31448,15848
20,127,"Morris County, Kansas",5385,2791
20,129,"Morton County, Kansas",2688,1268
20,131,"Nemaha County, Kansas",10219,5224
20,133,"Neosho County, Kansas",15826,7835
20,135,"Ness County, Kansas",2677,1370
20,137,"Norton County, Kansas",5431,3053
20,139,"Osage County, Kansas",15787,8107
20,141,"Osborne County, Kansas",3493,1757
20,143,"Ottawa County, Kansas",5768,3025
20,145,"Pawnee County, Kansas",6288,3448
20,147,"Phillips County, Kansas",4960,2526
20,149,"Pottawatomie County, Kansas",25482,12835
20,151,"Pratt County, Kansas",9175,4607
20,153,"Rawlins County, Kansas",2544,1304
20,155,"Reno County, Kansas",61881,31255
20,157,"Republic County, Kansas",4686,2319
20,159,"Rice County, Kansas",9441,4857
20,161,"Riley County, Kansas",72105,38502
20,163,"Rooks County, Kansas",4925,2442
20,165,"Rush County, Kansas",2939,1511
20,167,"Russell County, Kansas",6702,3291
20,169,"Saline County, Kansas",54160,26987
20,171,"Scott County, Kansas",5128,2617
20,173,"Sedgwick County, Kansas",522700,260195
20,175,"Seward County, Kansas",21942,11564
20,177,"Shawnee County, Kansas",178625,87074
20,179,"Sheridan County, Kansas",2450,1260
20,181,"Sherman County, Kansas",5940,3136
20,183,"Smith County, Kansas",3561,1837
20,185,"Stafford County, Kansas",4054,2116
20,187,"Stanton County, Kansas",2060,1077
20,189,"Stevens County, Kansas",5275,2729
20,191,"Sumner County, Kansas",22517,11374
20,193,"Thomas County, Kansas",7907,3957
20,195,"Trego County, Kansas",2798,1410
20,197,"Wabaunsee County, Kansas",6922,3527
20,199,"Wallace County, Kansas",1489,774
20,201,"Washington County, Kansas",5529,2877
20,203,"Wichita County, Kansas",2131,1120
20,205,"Wilson County, Kansas",8667,4329
20,207,"Woodson County, Kansas",3134,1602
20,209,"Wyandotte County, Kansas",167989,84439
21,001,"Adair County, Kentucky",18887,9564
21,003,"Allen County, Kentucky",20773,10364
21,005,"Anderson County, Kentucky",23839,12072
21,007,"Ballard County, Kentucky",7742,3905
21,009,"Barren County, Kentucky",44511,21654
21,011,"Bath County, Kentucky",12739,6434
21,013,"Bell County, Kentucky",24248,12167
21,015,"Boone County, Kentucky",136150,67954
21,017,"Bourbon County, Kentucky",20228,9944
21,019,"Boyd County, Kentucky",48242,24188
21,021,"Boyle County, Kentucky",30613,15451
21,023,"Bracken County, Kentucky",8420,4238
21,025,"Breathitt County, Kentucky",13580,6865
21,027,"Breckinridge County, Kentucky",20528,10403
21,029,"Bullitt County, Kentucky",82482,41383
21,031,"Butler County, Kentucky",12365,6315
21,033,"Caldwell County, Kentucky",12635,6229
21,035,"Calloway County, Kentucky",37345,18201
21,037,"Campbell County, Kentucky",93122,46195
21,039,"Carlisle County, Kentucky",4782,2402
21,041,"Carroll County, Kentucky",10842,5554
21,043,"Carter County, Kentucky",26671,13343
21,045,"Casey County, Kentucky",15942,7713
21,047,"Christian County, Kentucky",72766,38239
21,049,"Clark County, Kentucky",36897,18043
21,051,"Clay County, Kentucky",20322,10703
21,053,"Clinton County, Kentucky",9295,4644
21,055,"Crittenden County, Kentucky",8979,4618
21,057,"Cumberland County, Kentucky",5974,2925
21,059,"Daviess County, Kentucky",102916,50574
21,061,"Edmonson County, Kentucky",12179,6134
21,063,"Elliott County, Kentucky",7378,4229
21,065,"Estill County, Kentucky",14138,7158
21,067,"Fayette County, Kentucky",321276,158371
21,069,"Fleming County, Kentucky",15111,7576
21,071,"Floyd County, Kentucky",35780,17535
21,073,"Franklin County, Kentucky",51475,24937
21,075,"Fulton County, Kentucky",6480,3359
21,077,"Gallatin County, Kentucky",8720,4514
21,079,"Garrard County, Kentucky",17175,8444
21,081,"Grant County, Kentucky",25085,12716
21,083,"Graves County, Kentucky",36701,18097
21,085,"Grayson County, Kentucky",26465,13178
21,087,"Green County, Kentucky",11198,5611
21,089,"Greenup County, Kentucky",35853,17610
21,091,"Hancock County, Kentucky",9058,4613
21,093,"Hardin County, Kentucky",111005,55411
21,095,"Harlan County, Kentucky",26589,12841
21,097,"Harrison County, Kentucky",18803,9126
21,099,"Hart County, Kentucky",19345,9580
21,101,"Henderson County, Kentucky",44770,21685
21,103,"Henry County, Kentucky",15731,7860
21,105,"Hickman County, Kentucky",4491,2153
21,107,"Hopkins County, Kentucky",45223,22060
21,109,"Jackson County, Kentucky",13002,6507
21,111,"Jefferson County, Kentucky",779232,379431
21,113,"Jessamine County, Kentucky",53381,25920
21,115,"Johnson County, Kentucky",22631,11327
21,117,"Kenton County, Kentucky",169066,84198
21,119,"Knott County, Kentucky",14282,7100
21,121,"Knox County, Kentucky",30207,14686
21,123,"Larue County, Kentucky",14902,7360
21,125,"Laurel County, Kentucky",62442,30964
21,127,"Lawrence County, Kentucky",16228,8148
21,129,"Lee County, Kentucky",7338,4183
21,131,"Leslie County, Kentucky",10468,5249
21,133,"Letcher County, Kentucky",21490,10702
21,135,"Lewis County, Kentucky",13063,6475
21,137,"Lincoln County, Kentucky",24320,11989
21,139,"Livingston County, Kentucky",8980,4444
21,141,"Logan County, Kentucky",27498,13456
21,143,"Lyon County, Kentucky",8721,4924
21,145,"McCracken County, Kentucky",67573,32855
21,147,"McCreary County, Kentucky",16892,9229
21,149,"McLean County, Kentucky",9173,4604
21,151,"Madison County, Kentucky",92955,45489
21,153,"Magoffin County, Kentucky",11647,5888
21,155,"Marion County, Kentucky",19627,9879
21,157,"Marshall County, Kentucky",31706,15768
21,159,"Martin County, Kentucky",11298,6382
21,161,"Mason County, Kentucky",17068,8367
21,163,"Meade County, Kentucky",29964,15083
21,165,"Menifee County, Kentucky",6174,3284
21,167,"Mercer County, Kentucky",22662,11343
21,169,"Metcalfe County, Kentucky",10313,5128
21,171,"Monroe County, Kentucky",11331,5645
21,173,"Montgomery County, Kentucky",28188,13700
21,175,"Morgan County, Kentucky",13840,8000
21,177,"Muhlenberg County, Kentucky",30735,15577
21,179,"Nelson County, Kentucky",46779,23364
21,181,"Nicholas County, Kentucky",7613,3823
21,183,"Ohio County, Kentucky",23782,11966
21,185,"Oldham County, Kentucky",67997,35607
21,187,"Owen County, Kentucky",11229,5702
21,189,"Owsley County, Kentucky",4054,2009
21,191,"Pendleton County, Kentucky",14638,7588
21,193,"Perry County, Kentucky",28136,13893
21,195,"Pike County, Kentucky",58196,28771
21,197,"Powell County, Kentucky",13089,6658
21,199,"Pulaski County, Kentucky",65145,32025
21,201,"Robertson County, Kentucky",2207,944
21,203,"Rockcastle County, Kentucky",16171,8035
21,205,"Rowan County, Kentucky",24551,11940
21,207,"Russell County, Kentucky",18021,8931
21,209,"Scott County, Kentucky",57286,28239
21,211,"Shelby County, Kentucky",48105,23719
21,213,"Simpson County, Kentucky",19574,9912
21,215,"Spencer County, Kentucky",19549,9878
21,217,"Taylor County, Kentucky",26056,12768
21,219,"Todd County, Kentucky",12281,6269
21,221,"Trigg County, Kentucky",14154,7031
21,223,"Trimble County, Kentucky",8510,4271
21,225,"Union County, Kentucky",13495,6847
21,227,"Warren County, Kentucky",135307,66809
21,229,"Washington County, Kentucky",12025,6026
21,231,"Wayne County, Kentucky",19666,9723
21,233,"Webster County, Kentucky",12951,6488
21,235,"Whitley County, Kentucky",36648,18114
21,237,"Wolfe County, Kentucky",6573,3442
21,239,"Woodford County, Kentucky",26886,12883
22,001,"Acadia Parish, Louisiana",57674,28596
22,003,"Allen Parish, Louisiana",22798,12751
22,005,"Ascension Parish, Louisiana",126973,62764
22,007,"Assumption Parish, Louisiana",21067,10039
22,009,"Avoyelles Parish, Louisiana",39529,19774
22,011,"Beauregard Parish, Louisiana",36553,18747
22,013,"Bienville Parish, Louisiana",12958,6192
22,015,"Bossier Parish, Louisiana",128877,64006
22,017,"Caddo Parish, Louisiana",236259,112058
22,019,"Calcasieu Parish, Louisiana",210770,103638
22,021,"Caldwell Parish, Louisiana",9658,5100
22,023,"Cameron Parish, Louisiana",5447,2989
22,025,"Catahoula Parish, Louisiana",8895,4655
22,027,"Claiborne Parish, Louisiana",14203,7656
22,029,"Concordia Parish, Louisiana",18677,9298
22,031,"De Soto Parish, Louisiana",26821,13130
22,033,"East Baton Rouge Parish, Louisiana",454369,217767
22,035,"East Carroll Parish, Louisiana",7371,4122
22,037,"East Feliciana Parish, Louisiana",19452,10737
22,039,"Evangeline Parish, Louisiana",32335,16410
22,041,"Franklin Parish, Louisiana",19752,9408
22,043,"Grant Parish, Louisiana",22185,12556
22,045,"Iberia Parish, Louisiana",69958,34540
22,047,"Iberville Parish, Louisiana",30210,15365
22,049,"Jackson Parish, Louisiana",15093,7624
22,051,"Jefferson Parish, Louisiana",436171,212244
22,053,"Jefferson Davis Parish, Louisiana",32277,16068
22,055,"Lafayette Parish, Louisiana",243175,119067
22,057,"Lafourche Parish, Louisiana",97220,47908
22,059,"LaSalle Parish, Louisiana",14764,7999
22,061,"Lincoln Parish, Louisiana",48323,23783
22,063,"Livingston Parish, Louisiana",143425,70817
22,065,"Madison Parish, Louisiana",10028,4770
22,067,"Morehouse Parish, Louisiana",25438,12407
22,069,"Natchitoches Parish, Louisiana",37478,18089
22,071,"Orleans Parish, Louisiana",380408,179688
22,073,"Ouachita Parish, Louisiana",159585,77016
22,075,"Plaquemines Parish, Louisiana",23305,12112
22,077,"Pointe Coupee Parish, Louisiana",20652,10201
22,079,"Rapides Parish, Louisiana",129536,62847
22,081,"Red River Parish, Louisiana",7631,3839
22,083,"Richland Parish, Louisiana",20028,9951
22,085,"Sabine Parish, Louisiana",22209,11048
22,087,"St. Bernard Parish, Louisiana",44038,21711
22,089,"St. Charles Parish, Louisiana",52191,26017
22,091,"St. Helena Parish, Louisiana",10872,5400
22,093,"St. James Parish, Louisiana",20090,9716
22,095,"St. John the Baptist Parish, Louisiana",41986,20563
22,097,"St. Landry Parish, Louisiana",82574,40045
22,099,"St. Martin Parish, Louisiana",51856,25442
22,101,"St. Mary Parish, Louisiana",49114,24037
22,103,"St. Tammany Parish, Louisiana",266168,130486
22,105,"Tangipahoa Parish, Louisiana",133953,65523
22,107,"Tensas Parish, Louisiana",4127,1948
22,109,"Terrebonne Parish, Louisiana",108862,53934
22,111,"Union Parish, Louisiana",21049,10450
22,113,"Vermilion Parish, Louisiana",57202,27840
22,115,"Vernon Parish, Louisiana",48452,25336
22,117,"Washington Parish, Louisiana",45514,22961
22,119,"Webster Parish, Louisiana",36761,18033
22,121,"West Baton Rouge Parish, Louisiana",27377,13586
22,123,"West Carroll Parish, Louisiana",9800,4829
22,125,"West Feliciana Parish, Louisiana",15358,10458
22,127,"Winn Parish, Louisiana",13665,7258
23,001,"Androscoggin County, Maine",111532,54855
23,003,"Aroostook County, Maine",67237,33504
23,005,"Cumberland County, Maine",303357,148066
23,007,"Franklin County, Maine",29839,14662
23,009,"Hancock County, Maine",55851,27342
23,011,"Kennebec County, Maine",124003,60678
23,013,"Knox County, Maine",40729,20526
23,015,"Lincoln County, Maine",35466,17538
23,017,"Oxford County, Maine",58276,29200
23,019,"Penobscot County, Maine",152640,75942
23,021,"Piscataquis County, Maine",16936,8571
23,023,"Sagadahoc County, Maine",36868,18230
23,025,"Somerset County, Maine",50656,25290
23,027,"Waldo County, Maine",39772,19799
23,029,"Washington County, Maine",31096,15385
23,031,"York County, Maine",212691,104642
24,001,"Allegany County, Maryland",68161,35912
24,003,"Anne Arundel County, Maryland",588109,291860
24,005,"Baltimore County, Maryland",850737,405306
24,009,"Calvert County, Maryland",93244,46543
24,011,"Caroline County, Maryland",33320,16414
24,013,"Carroll County, Maryland",173225,86406
24,015,"Cecil County, Maryland",103876,51773
24,017,"Charles County, Maryland",167035,80711
24,019,"Dorchester County, Maryland",32557,15261
24,021,"Frederick County, Maryland",273829,135810
24,023,"Garrett County, Maryland",28856,14499
24,025,"Harford County, Maryland",261059,128609
24,027,"Howard County, Maryland",332011,164011
24,029,"Kent County, Maryland",19289,9215
24,031,"Montgomery County, Maryland",1056910,515682
24,033,"Prince George's County, Maryland",957189,463483
24,035,"Queen Anne's County, Maryland",50316,25045
24,037,"St. Mary's County, Maryland",113814,57408
24,039,"Somerset County, Maryland",24672,13521
24,041,"Talbot County, Maryland",37663,18023
24,043,"Washington County, Maryland",154645,78755
24,045,"Wicomico County, Maryland",103815,49720
24,047,"Worcester County, Maryland",52827,25841
24,510,"Baltimore city, Maryland",584548,273088
25,001,"Barnstable County, Massachusetts",229436,110706
25,003,"Berkshire County, Massachusetts",128763,63103
25,005,"Bristol County, Massachusetts",576699,281769
25,007,"Dukes County, Massachusetts",20543,10091
25,009,"Essex County, Massachusetts",806103,392144
25,011,"Franklin County, Massachusetts",70980,35030
25,013,"Hampden County, Massachusetts",464575,226201
25,015,"Hampshire County, Massachusetts",153931,72786
25,017,"Middlesex County, Massachusetts",1623109,802270
