NAME,county,state,Total_Pop_2009,Total_Pop_2011,Total_Pop_2013,Total_Pop_2015,Total_Pop_2016,Total_Pop_2021,Total_Pop_25_to_29_2009,Total_Pop_25_to_29_2011,Total_Pop_25_to_29_2013,Total_Pop_25_to_29_2015,Total_Pop_25_to_29_2016,Total_Pop_25_to_29_2021,2009-2021 Total_Pop Change,2009-2021 Total_Pop % Change,2009-2021 Change Rank,2009-2021 Change Percentile,2009-2021 % Change Rank,2009-2021 % Change Percentile,2011-2021 Total_Pop Change,2011-2021 Total_Pop % Change,2011-2021 Change Rank,2011-2021 Change Percentile,2011-2021 % Change Rank,2011-2021 % Change Percentile,2013-2021 Total_Pop Change,2013-2021 Total_Pop % Change,2013-2021 Change Rank,2013-2021 Change Percentile,2013-2021 % Change Rank,2013-2021 % Change Percentile,2015-2021 Total_Pop Change,2015-2021 Total_Pop % Change,2015-2021 Change Rank,2015-2021 Change Percentile,2015-2021 % Change Rank,2015-2021 % Change Percentile,2016-2021 Total_Pop Change,2016-2021 Total_Pop % Change,2016-2021 Change Rank,2016-2021 Change Percentile,2016-2021 % Change Rank,2016-2021 % Change Percentile
"Abbeville County, South Carolina",001,45,25347.0,25515.0,25233.0,24997.0,24951.0,24374.0,1463.0,1239.0,1118.0,1191.0,1226.0,1292.0,-973.0,-3.8387185860259576,2627.0,16.262755102040817,2367.0,24.553571428571427,-1141.0,-4.471879286694103,2625.0,16.35320369780045,2309.0,26.426522154925085,-859.0,-3.4042721832520884,2521.0,19.694072657743785,2204.0,29.79604843849586,-623.0,-2.492299075889104,2451.0,21.999363260108247,2138.0,31.964342566061767,-577.0,-2.312532563825098,2482.0,21.012416427889207,2174.0,30.81821076090417
"Acadia Parish, Louisiana",001,22,59616.0,61430.0,61847.0,62163.0,62372.0,58200.0,4123.0,4217.0,4172.0,4126.0,4240.0,3705.0,-1416.0,-2.375201288244766,2789.0,11.096938775510203,2158.0,31.21811224489796,-3230.0,-5.258017255412661,3018.0,3.825310806503028,2451.0,21.899904367229837,-3647.0,-5.896809869516706,3049.0,2.8680688336520075,2615.0,16.698534098151686,-3963.0,-6.375174943294237,3083.0,1.8783826806749442,2760.0,12.161731932505573,-4172.0,-6.68889886487527,3102.0,1.2734797835084368,2837.0,9.71028334925183
"Accomack County, Virginia",001,51,38522.0,33701.0,33289.0,33115.0,33060.0,33388.0,2469.0,1842.0,1810.0,1669.0,1819.0,1907.0,-5134.0,-13.327449249779344,3091.0,1.4668367346938775,3032.0,3.3482142857142856,-313.0,-0.9287558232693338,1968.0,37.29678036340452,1700.0,45.839974497927955,99.0,0.297395536062961,1385.0,55.89547482472913,1457.0,53.60101975780752,273.0,0.8243998188132373,1244.0,60.42661572747533,1335.0,57.52944921999364,328.0,0.9921355111917718,1194.0,62.01846545686087,1321.0,57.97516714422159
"Ada County, Idaho",001,16,368791.0,388174.0,401673.0,417501.0,425798.0,485246.0,32200.0,29327.0,29494.0,30142.0,30646.0,33625.0,116455.0,31.577505958659515,53.0,98.34183673469387,81.0,97.44897959183673,97072.0,25.007342068247752,51.0,98.4061204972904,67.0,97.89607905642333,83573.0,20.80622795159246,49.0,98.47036328871893,62.0,98.05608667941364,67745.0,16.226308439979785,40.0,98.75835721107927,69.0,97.83508436803565,59448.0,13.961549842883247,40.0,98.75835721107927,68.0,97.86692136262337
"Adair County, Iowa",001,19,7555.0,7699.0,7588.0,7426.0,7330.0,7439.0,284.0,425.0,392.0,362.0,362.0,411.0,-116.0,-1.5354070152217125,1927.0,38.58418367346938,2023.0,35.52295918367347,-260.0,-3.377061956098193,1884.0,39.97449792795665,2119.0,32.48326426522155,-149.0,-1.9636267791249384,1734.0,44.773741236456345,1931.0,38.495857233906946,13.0,0.1750605978992681,1513.0,51.862464183381086,1493.0,52.49920407513531,109.0,1.4870395634379197,1409.0,55.17351162050302,1202.0,61.763769500159185
"Adair County, Kentucky",001,21,17872.0,18613.0,18696.0,18852.0,19156.0,18832.0,1206.0,1223.0,1073.0,1047.0,1058.0,1099.0,960.0,5.3715308863026,1195.0,61.92602040816326,1070.0,65.91198979591837,219.0,1.1765970020953143,1329.0,57.66656040803315,1350.0,56.99713101689512,136.0,0.7274283269148585,1351.0,56.97896749521989,1382.0,55.9910771191842,-20.0,-0.10608953957139677,1565.0,50.206940464820114,1547.0,50.780006367398926,-324.0,-1.6913760701607883,2206.0,29.799426934097422,2030.0,35.40273798153454
"Adair County, Missouri",001,29,24801.0,25421.0,25573.0,25560.0,25547.0,25339.0,1003.0,1335.0,1395.0,1339.0,1415.0,1347.0,538.0,2.169267368251271,1369.0,56.37755102040817,1470.0,53.15688775510205,-82.0,-0.32256795562723983,1633.0,47.975773031558816,1596.0,49.15524386356391,-234.0,-0.9150275681382714,1874.0,40.31230082855322,1691.0,46.1440407903123,-221.0,-0.8646322378716764,1945.0,38.108882521489974,1767.0,43.77586755810252,-208.0,-0.8141856186636431,2022.0,35.65743393823623,1799.0,42.757083731295765
"Adair County, Oklahoma",001,40,21822.0,22506.0,22427.0,22236.0,22161.0,19839.0,1392.0,1331.0,1335.0,1265.0,1278.0,1247.0,-1983.0,-9.087159747044272,2914.0,7.110969387755102,2889.0,7.908163265306123,-2667.0,-11.850173287123432,2962.0,5.610455849537775,2981.0,5.0047816385081285,-2588.0,-11.539662014536045,2979.0,5.098789037603569,2999.0,4.461440407903123,-2397.0,-10.779816513761464,2998.0,4.584527220630372,3016.0,4.011461318051576,-2322.0,-10.477866522268853,3015.0,4.043298312639287,3028.0,3.629417382999045
"Adams County, Colorado",001,08,419439.0,434295.0,452030.0,471206.0,479977.0,514969.0,38451.0,35792.0,36158.0,37191.0,37617.0,40331.0,95530.0,22.775659869492348,64.0,97.99107142857143,174.0,94.48341836734694,80674.0,18.575852818936433,67.0,97.89607905642333,149.0,95.2821166719796,62939.0,13.923633387164557,71.0,97.76927979604844,169.0,94.64627151051626,43763.0,9.287445406043226,75.0,97.64406240050938,232.0,92.64565425023878,34992.0,7.290349329238688,82.0,97.42120343839542,299.0,90.51257561286215
"Adams County, Idaho",003,16,3520.0,3980.0,3937.0,3880.0,3865.0,4321.0,130.0,113.0,139.0,85.0,123.0,200.0,801.0,22.755681818181817,1253.0,60.076530612244895,175.0,94.4515306122449,341.0,8.567839195979898,1254.0,60.057379662097546,553.0,82.40357029008607,384.0,9.753619507239009,1178.0,62.49203314212875,333.0,89.4200127469726,441.0,11.365979381443303,1134.0,63.92868513212353,152.0,95.19261381725566,456.0,11.79818887451487,1116.0,64.50175103470232,106.0,96.65711556829035
"Adams County, Illinois",001,17,66892.0,67045.0,67152.0,67081.0,66949.0,65878.0,4220.0,4022.0,4024.0,4112.0,4093.0,4026.0,-1014.0,-1.5158763379776397,2644.0,15.720663265306122,2019.0,35.650510204081634,-1167.0,-1.7406219703184456,2640.0,15.875039846987567,1846.0,41.185846350015936,-1274.0,-1.8971884679533035,2718.0,13.416188655194391,1916.0,38.97386870618228,-1203.0,-1.793354303006811,2759.0,12.193568927093281,1978.0,37.058261700095514,-1071.0,-1.5997251639307541,2756.0,12.289079910856415,2018.0,35.78478191658707
"Adams County, Indiana",001,18,33955.0,34263.0,34424.0,34642.0,34813.0,35685.0,2081.0,2047.0,2009.0,1897.0,1904.0,2138.0,1730.0,5.094978648210868,1013.0,67.7295918367347,1104.0,64.82780612244898,1422.0,4.150249540320461,929.0,70.41759642970992,940.0,70.0669429391138,1261.0,3.663141993957697,896.0,71.47864882090504,891.0,71.63798597833015,1043.0,3.010796143409733,900.0,71.37854186564788,887.0,71.79242279528812,872.0,2.5048114210208805,930.0,70.42343202801655,957.0,69.56383317414836
"Adams County, Iowa",003,19,4072.0,4085.0,3973.0,3892.0,3822.0,3697.0,170.0,167.0,201.0,198.0,193.0,190.0,-375.0,-9.209233791748527,2242.0,28.539540816326532,2895.0,7.716836734693877,-388.0,-9.498164014687882,2061.0,34.33216448836468,2873.0,8.447561364360855,-276.0,-6.946891517744779,1947.0,37.985978330146594,2741.0,12.68323773103888,-195.0,-5.010277492291881,1895.0,39.70073225087552,2608.0,17.00095510983763,-125.0,-3.2705389848247,1833.0,41.6746259153136,2400.0,23.623049984081504
"Adams County, Mississippi",001,28,31475.0,32431.0,32308.0,31979.0,31747.0,29927.0,1690.0,1632.0,2057.0,2060.0,1896.0,1977.0,-1548.0,-4.918189038919774,2817.0,10.204081632653061,2521.0,19.642857142857142,-2504.0,-7.7210076778391095,2949.0,6.02486452024227,2742.0,12.623525661459995,-2381.0,-7.3696917172217375,2957.0,5.79987253027406,2777.0,11.536010197578076,-2052.0,-6.416710966571815,2959.0,5.826170009551098,2765.0,12.002546959567017,-1820.0,-5.732825148832966,2948.0,6.176376950015919,2753.0,12.384590894619548
"Adams County, Nebraska",001,31,33024.0,31181.0,31367.0,31442.0,31536.0,31284.0,2330.0,1802.0,1857.0,1900.0,1821.0,1915.0,-1740.0,-5.26889534883721,2862.0,8.769132653061225,2563.0,18.303571428571427,103.0,0.3303293672428653,1417.0,54.86133248326427,1482.0,52.78928912974179,-83.0,-0.2646093027704244,1632.0,48.02421924792862,1555.0,50.47801147227533,-158.0,-0.5025125628140725,1830.0,41.770136899076725,1650.0,47.50079592486469,-252.0,-0.7990867579908634,2101.0,33.14231136580707,1796.0,42.8525947150589
"Adams County, North Dakota",001,38,2291.0,2337.0,2328.0,2341.0,2348.0,2237.0,106.0,79.0,83.0,95.0,92.0,93.0,-54.0,-2.3570493234395418,1865.0,40.56122448979592,2153.0,31.377551020408163,-100.0,-4.278990158322637,1666.0,46.92381255977048,2275.0,27.51036021676761,-91.0,-3.9089347079037773,1642.0,47.70554493307839,2296.0,26.864244741873804,-104.0,-4.44254592054677,1719.0,45.30404329831264,2519.0,19.834447628143902,-111.0,-4.727427597955702,1799.0,42.757083731295765,2635.0,16.141356255969434
"Adams County, Ohio",001,39,28142.0,28551.0,28406.0,28229.0,28111.0,27564.0,1900.0,1647.0,1560.0,1515.0,1486.0,1555.0,-578.0,-2.0538696610049034,2417.0,22.95918367346939,2106.0,32.87627551020408,-987.0,-3.4569717347903706,2544.0,18.93528849218999,2139.0,31.84571246413771,-842.0,-2.9641625008800965,2505.0,20.203951561504145,2126.0,32.2817080943276,-665.0,-2.3557334655850415,2482.0,21.012416427889207,2107.0,32.95128939828081,-547.0,-1.9458574935078743,2458.0,21.776504297994272,2088.0,33.55619229544731
"Adams County, Pennsylvania",001,42,101011.0,101137.0,101496.0,101767.0,101759.0,103782.0,5200.0,5142.0,5103.0,5279.0,5386.0,5536.0,2771.0,2.743265584936294,864.0,72.48086734693877,1401.0,55.35714285714286,2645.0,2.6152644432799077,755.0,75.9642970991393,1130.0,64.01020082881735,2286.0,2.2523055095767353,738.0,76.51370299553855,1100.0,64.97769279796049,2015.0,1.9800131673332277,710.0,77.42757083731296,1101.0,64.97930595351798,2023.0,1.9880305427529832,683.0,78.28716969118116,1085.0,65.48869786692137
"Adams County, Washington",001,53,17029.0,18289.0,18802.0,19081.0,19100.0,20353.0,889.0,1192.0,1232.0,1196.0,1212.0,1303.0,3324.0,19.51964296200599,792.0,74.77678571428571,247.0,92.15561224489795,2064.0,11.28547214172453,828.0,73.63723302518329,367.0,88.33280204016576,1551.0,8.24912243378364,834.0,73.45442957297642,423.0,86.55194391332059,1272.0,6.666317278968603,830.0,73.60713148678765,412.0,86.9149952244508,1253.0,6.560209424083774,809.0,74.27570837312958,361.0,88.53868194842407
"Adams County, Wisconsin",001,55,20400.0,20956.0,20741.0,20451.0,20294.0,20505.0,999.0,971.0,961.0,940.0,945.0,918.0,105.0,0.5147058823529393,1671.0,46.74744897959184,1719.0,45.21683673469388,-451.0,-2.1521282687535837,2137.0,31.909467644246092,1921.0,38.795027095951546,-236.0,-1.137842919820642,1879.0,40.152963671128106,1742.0,44.51880178457616,54.0,0.26404576793310763,1444.0,54.05921680993314,1474.0,53.104106972301814,211.0,1.0397161722676573,1299.0,58.675581025151224,1313.0,58.229863100923275
"Addison County, Vermont",001,50,36659.0,36835.0,36811.0,36943.0,36926.0,37306.0,1468.0,1663.0,1692.0,1720.0,1739.0,1776.0,647.0,1.7649144821189955,1319.0,57.9719387755102,1535.0,51.08418367346938,471.0,1.2786751730690993,1188.0,62.16130060567421,1334.0,57.50717245776219,495.0,1.3447067452663664,1117.0,64.43594646271511,1272.0,59.496494582536656,363.0,0.9825948082180735,1187.0,62.241324418974855,1312.0,58.26170009551098,380.0,1.029085197421864,1161.0,63.06908627825534,1316.0,58.134352117160134
"Aiken County, South Carolina",003,45,152647.0,158253.0,161710.0,163908.0,165146.0,168045.0,9546.0,9914.0,10158.0,10437.0,10491.0,10686.0,15398.0,10.08732565985575,389.0,87.62755102040816,647.0,79.40051020408163,9792.0,6.187560425394789,438.0,86.06949314631814,731.0,76.7293592604399,6335.0,3.917506647702673,491.0,84.38495857233907,856.0,72.75334608030593,4137.0,2.523976865070643,513.0,83.69945877109201,987.0,68.60872333651703,2899.0,1.7554164194107047,567.0,81.98026106335561,1133.0,63.96052212671124
"Aitkin County, Minnesota",001,27,15871.0,16303.0,16032.0,15839.0,15722.0,15747.0,481.0,649.0,624.0,561.0,554.0,578.0,-124.0,-0.7812992250015749,1943.0,38.07397959183674,1917.0,38.9030612244898,-556.0,-3.4104152609949034,2243.0,28.530443098501753,2130.0,32.132610774625434,-285.0,-1.7776946107784464,1958.0,37.63543658381134,1894.0,39.67495219885277,-92.0,-0.5808447502998915,1701.0,45.87710920089144,1677.0,46.6411970709965,25.0,0.1590128482381381,1540.0,51.00286532951289,1539.0,51.0347023241006
"Alachua County, Florida",001,12,238990.0,246203.0,249848.0,254218.0,256581.0,276171.0,13214.0,20668.0,21242.0,21428.0,21634.0,23094.0,37181.0,15.557554709402076,207.0,93.4311224489796,384.0,87.78698979591837,29968.0,12.172069389893704,213.0,93.24195090851131,325.0,89.67166082244182,26323.0,10.535605648234124,196.0,93.78585086042065,295.0,90.63097514340345,21953.0,8.635501813404245,185.0,94.14199299586119,275.0,91.27666348296721,19590.0,7.635015842950188,181.0,94.26934097421203,272.0,91.37217446673034
"Alamance County, North Carolina",001,37,144769.0,149439.0,152472.0,155258.0,156372.0,169185.0,9515.0,8422.0,8622.0,9135.0,9471.0,10436.0,24416.0,16.865489158590584,294.0,90.65688775510205,324.0,89.70025510204081,19746.0,13.213418184008185,300.0,90.46860057379662,289.0,90.81925406439272,16713.0,10.961356839288516,285.0,90.94964945825367,275.0,91.26832377310389,13927.0,8.970230197477758,264.0,91.62687042343202,244.0,92.26361031518626,12813.0,8.193922185557522,258.0,91.81789239095829,229.0,92.74116523400191
"Alameda County, California",001,06,1457095.0,1494876.0,1535248.0,1584983.0,1605217.0,1673133.0,119425.0,114657.0,116183.0,123185.0,127556.0,129678.0,216038.0,14.826624207755845,21.0,99.36224489795919,414.0,86.83035714285714,178257.0,11.924534208857462,25.0,99.2349378386994,340.0,89.19349697162895,137885.0,8.98128510833429,23.0,99.29891650732951,376.0,88.04971319311663,88150.0,5.561573846533374,31.0,99.04489016236867,507.0,83.89048073861828,67916.0,4.230954444165502,33.0,98.98121617319326,615.0,80.4520853231455
"Alamosa County, Colorado",003,08,15353.0,15395.0,15933.0,16269.0,16353.0,16377.0,696.0,1104.0,1018.0,1065.0,1098.0,1074.0,1024.0,6.669706246336227,1173.0,62.62755102040817,935.0,70.21683673469387,982.0,6.378694381292638,1023.0,67.42110296461587,712.0,77.33503347146956,444.0,2.786669177179446,1145.0,63.543658381134485,1014.0,67.7182919056724,108.0,0.6638392033929463,1392.0,55.71474052849411,1377.0,56.19229544730977,24.0,0.1467620620069665,1542.0,50.93919134033747,1541.0,50.97102833492519
"Albany County, New York",001,36,298341.0,303957.0,305279.0,307463.0,307891.0,314679.0,14890.0,20801.0,21128.0,20378.0,20090.0,21452.0,16338.0,5.47628384968879,375.0,88.07397959183673,1054.0,66.42219387755102,10722.0,3.5274726359320496,418.0,86.70704494740198,1005.0,67.99489958559133,9400.0,3.079150547531939,402.0,87.22115997450605,979.0,68.83365200764818,7216.0,2.3469490637897827,400.0,87.29703915950334,1017.0,67.6536134988857,6788.0,2.204676330259736,382.0,87.87010506208213,1019.0,67.58993950971029
"Albany County, Wyoming",001,56,32985.0,35515.0,36745.0,37565.0,37836.0,37311.0,2414.0,3380.0,3591.0,3617.0,3641.0,3853.0,4326.0,13.115052296498408,714.0,77.2640306122449,488.0,84.47066326530613,1796.0,5.0570181613402765,867.0,72.39400701306981,842.0,73.19094676442461,566.0,1.540345625255135,1084.0,65.48757170172084,1240.0,60.51625239005736,-254.0,-0.6761613203780104,2014.0,35.91212989493792,1710.0,45.59057624960204,-525.0,-1.3875673961306734,2435.0,22.50875517351162,1963.0,37.53581661891118
"Albemarle County, Virginia",003,51,92866.0,97978.0,100636.0,103108.0,104287.0,111438.0,6403.0,6540.0,6930.0,7070.0,6894.0,7040.0,18572.0,19.998707815562213,352.0,88.80739795918367,235.0,92.53826530612244,13460.0,13.7377778685011,367.0,88.33280204016576,272.0,91.361173095314,10802.0,10.733733455224769,368.0,88.30465264499682,286.0,90.91778202676865,8330.0,8.078907553245141,374.0,88.12480101878383,313.0,90.0668576886342,7151.0,6.857038748837341,373.0,88.15663801337153,333.0,89.43011779687997
"Alcona County, Michigan",001,26,11361.0,11102.0,10785.0,10550.0,10461.0,10138.0,298.0,337.0,321.0,312.0,309.0,395.0,-1223.0,-10.764897456209843,2720.0,13.29719387755102,2960.0,5.644132653061225,-964.0,-8.68312015853,2533.0,19.2859419827861,2828.0,9.88205291679949,-647.0,-5.999072786277237,2381.0,24.155513065646907,2632.0,16.156787762906312,-412.0,-3.9052132701421827,2255.0,28.239414199299585,2434.0,22.540592168099334,-323.0,-3.0876589236210727,2205.0,29.831263928685132,2357.0,24.992040751353073
"Alcorn County, Mississippi",003,28,35583.0,36881.0,37159.0,37319.0,37309.0,34964.0,2314.0,2200.0,2036.0,2138.0,2155.0,2167.0,-619.0,-1.7395947503021092,2437.0,22.321428571428573,2056.0,34.47066326530612,-1917.0,-5.197798324340441,2864.0,8.734459674848582,2437.0,22.346190627988523,-2195.0,-5.907048090637534,2933.0,6.564690885914596,2617.0,16.634799235181642,-2355.0,-6.31045847959485,2993.0,4.743712193568927,2756.0,12.289079910856415,-2345.0,-6.2853466991878655,3016.0,4.011461318051576,2806.0,10.69723018147087
"Aleutians East Borough, Alaska",013,02,2959.0,3084.0,3141.0,3304.0,3299.0,3409.0,324.0,316.0,235.0,215.0,231.0,189.0,450.0,15.207840486650891,1415.0,54.91071428571429,402.0,87.21301020408163,325.0,10.538261997405973,1258.0,59.92986930188078,406.0,87.08957602805228,268.0,8.532314549506538,1259.0,59.91077119184194,399.0,87.31676226896113,105.0,3.177966101694918,1395.0,55.61922954473098,861.0,72.6201846545686,110.0,3.3343437405274345,1407.0,55.23718560967844,786.0,75.00795924864693
"Aleutians West Census Area, Alaska",016,02,5505.0,5488.0,5538.0,5684.0,5714.0,5251.0,365.0,417.0,384.0,437.0,527.0,493.0,-254.0,-4.613987284287013,2106.0,32.87627551020408,2480.0,20.950255102040817,-237.0,-4.318513119533529,1846.0,41.185846350015936,2280.0,27.350972266496655,-287.0,-5.182376309136871,1965.0,37.41236456341619,2515.0,19.88527724665392,-433.0,-7.617874736101338,2278.0,27.507163323782237,2872.0,8.595988538681947,-463.0,-8.102905145257267,2375.0,24.418974848774276,2941.0,6.399235912129895
"Alexander County, Illinois",003,17,8254.0,8314.0,7980.0,7364.0,7051.0,5488.0,379.0,371.0,362.0,347.0,372.0,253.0,-2766.0,-33.51102495759631,2999.0,4.400510204081633,3131.0,0.1913265306122449,-2826.0,-33.990858792398356,2985.0,4.877271278291361,3131.0,0.22314313037934333,-2492.0,-31.228070175438592,2972.0,5.321861057998725,3131.0,0.25493945188017847,-1876.0,-25.47528517110266,2930.0,6.749442852594716,3132.0,0.3183699458771092,-1563.0,-22.16706850092186,2899.0,7.736389684813753,3128.0,0.44571792422795287
"Alexander County, North Carolina",003,37,36278.0,36964.0,37071.0,37158.0,37211.0,36491.0,2345.0,2310.0,2107.0,2046.0,2083.0,2071.0,213.0,0.5871326975026125,1576.0,49.776785714285715,1706.0,45.63137755102041,-473.0,-1.2796234173790721,2164.0,31.048772712782913,1764.0,43.799808734459674,-580.0,-1.5645652936257415,2312.0,26.35436583811345,1846.0,41.20458891013384,-667.0,-1.795037407826039,2485.0,20.916905444126073,1980.0,36.994587710920094,-720.0,-1.9349117196527876,2580.0,17.892390958293536,2084.0,33.68354027379815
"Alexandria city, Virginia",510,51,142131.0,136968.0,143684.0,149315.0,151473.0,158185.0,18230.0,17355.0,17415.0,16878.0,16296.0,14713.0,16054.0,11.295213570579254,382.0,87.85076530612244,580.0,81.53698979591837,21217.0,15.490479528064949,278.0,91.16990755498884,218.0,93.08256295824036,14501.0,10.09228584950308,310.0,90.1529636711281,318.0,89.89802421924793,8870.0,5.940461440578648,358.0,88.6341929321872,478.0,84.81375358166189,6712.0,4.4311527466941225,385.0,87.774594078319,580.0,81.56638013371537
"Alfalfa County, Oklahoma",003,40,5571.0,5625.0,5674.0,5755.0,5784.0,5744.0,257.0,330.0,303.0,318.0,313.0,229.0,173.0,3.105367079518939,1605.0,48.85204081632653,1341.0,57.27040816326531,119.0,2.1155555555555594,1402.0,55.33949633407714,1212.0,61.39623844437361,70.0,1.2336975678533646,1424.0,54.65264499681326,1287.0,59.01848311026131,-11.0,-0.19113814074717128,1545.0,50.84368035657434,1564.0,50.238777459407835,-40.0,-0.6915629322268302,1643.0,47.723654886978665,1766.0,43.807704552690225
"Alger County, Michigan",003,26,9512.0,9571.0,9497.0,9476.0,9396.0,8911.0,442.0,528.0,564.0,583.0,529.0,525.0,-601.0,-6.318334735071485,2431.0,22.512755102040817,2686.0,14.381377551020408,-660.0,-6.895831156618948,2334.0,25.62958240357029,2670.0,14.918712145361809,-586.0,-6.170369590396962,2322.0,26.035691523263228,2656.0,15.391969407265774,-565.0,-5.962431405656399,2405.0,23.46386501114295,2724.0,13.307863737663164,-485.0,-5.161770966368673,2390.0,23.941419929958613,2688.0,14.453995542820758
"Allamakee County, Iowa",005,19,14421.0,14309.0,14242.0,14060.0,14001.0,14068.0,538.0,659.0,671.0,646.0,640.0,686.0,-353.0,-2.447819152624642,2225.0,29.081632653061224,2168.0,30.899234693877553,-241.0,-1.684254664896223,1856.0,40.86707044947402,1833.0,41.60025502072043,-174.0,-1.2217385198708075,1771.0,43.59464627151052,1765.0,43.78585086042065,8.0,0.056899004267418896,1517.0,51.73511620503024,1515.0,51.798790194205665,67.0,0.47853724733948333,1470.0,53.231454950652655,1438.0,54.2502387774594
"Allegan County, Michigan",005,26,112817.0,111405.0,111742.0,112837.0,113666.0,119418.0,6560.0,6071.0,5921.0,6065.0,6261.0,6939.0,6601.0,5.851068544634241,598.0,80.96301020408163,1019.0,67.53826530612244,8013.0,7.1926753736367255,489.0,84.44373605355435,646.0,79.43895441504623,7676.0,6.869395571942505,438.0,86.07393244104526,531.0,83.11026131293818,6581.0,5.832306778804819,421.0,86.6284622731614,485.0,84.59089461954792,5752.0,5.060440237186148,425.0,86.50111429481056,500.0,84.11333970073225
"Allegany County, Maryland",001,24,72598.0,74788.0,74394.0,73549.0,73060.0,68684.0,3313.0,4450.0,4603.0,4542.0,4579.0,4173.0,-3914.0,-5.391333094575613,3067.0,2.232142857142857,2578.0,17.825255102040817,-6104.0,-8.161737177087236,3106.0,1.0200828817341407,2784.0,11.284666879183934,-5710.0,-7.67535016264752,3105.0,1.0834926704907584,2807.0,10.579987253027406,-4865.0,-6.614637860473971,3106.0,1.146131805157593,2791.0,11.174785100286533,-4376.0,-5.989597591021079,3108.0,1.0824578159821714,2777.0,11.620503024514486
"Allegany County, New York",003,36,49391.0,48991.0,48618.0,48070.0,47700.0,46654.0,2700.0,2502.0,2482.0,2516.0,2495.0,2198.0,-2737.0,-5.541495414144282,2996.0,4.496173469387755,2602.0,17.059948979591837,-2337.0,-4.77026392602723,2927.0,6.726171501434491,2363.0,24.705132291998723,-1964.0,-4.039656094450617,2895.0,7.775653282345443,2315.0,26.258763543658382,-1416.0,-2.94570418140212,2815.0,10.410697230181471,2236.0,28.844317096466092,-1046.0,-2.192872117400424,2744.0,12.671123845908946,2148.0,31.645972620184654
"Alleghany County, North Carolina",005,37,10905.0,11106.0,11046.0,10911.0,10868.0,10910.0,572.0,415.0,436.0,424.0,379.0,509.0,5.0,0.04585052728105499,1795.0,42.79336734693878,1792.0,42.8890306122449,-196.0,-1.764811813434175,1792.0,42.9072362129423,1847.0,41.15396875996174,-136.0,-1.2312149194278477,1707.0,45.634161886551944,1768.0,43.69024856596558,-1.0,-0.009165062780680522,1529.0,51.353072269977716,1529.0,51.353072269977716,42.0,0.3864556496135485,1508.0,52.02164915631964,1471.0,53.19961795606495
"Alleghany County, Virginia",005,51,16397.0,16326.0,16240.0,16066.0,15919.0,15266.0,712.0,644.0,673.0,772.0,841.0,861.0,-1131.0,-6.897603220101233,2694.0,14.126275510204081,2733.0,12.882653061224488,-1060.0,-6.492711013107922,2597.0,17.24577621931782,2630.0,16.193815747529484,-974.0,-5.99753694581281,2586.0,17.622689611217336,2629.0,16.252390057361378,-800.0,-4.97945972861944,2573.0,18.115249920407514,2603.0,17.160140082776184,-653.0,-4.102016458320246,2536.0,19.29321872015282,2545.0,19.00668576886342
"Allegheny County, Pennsylvania",003,42,1222473.0,1223525.0,1226933.0,1231145.0,1230360.0,1246116.0,85270.0,84683.0,89734.0,95712.0,97561.0,93013.0,23643.0,1.9340304448441703,304.0,90.33801020408163,1511.0,51.849489795918366,22591.0,1.8463864653358142,265.0,91.58431622569334,1249.0,60.21676761236851,19183.0,1.5634920570234856,256.0,91.8738049713193,1232.0,60.771191841937544,14971.0,1.2160224831356148,250.0,92.07258834765997,1264.0,59.789875835721105,15756.0,1.2806007997659297,216.0,93.15504616364215,1249.0,60.267430754536775
"Allen County, Indiana",003,18,348646.0,353721.0,358324.0,363453.0,365565.0,381839.0,25694.0,23880.0,23845.0,24352.0,24951.0,27584.0,33193.0,9.52054519483947,238.0,92.44260204081633,699.0,77.74234693877551,28118.0,7.949202902852814,226.0,92.82754223780682,595.0,81.06471150781,23515.0,6.5624965115370415,223.0,92.92543021032505,572.0,81.80369662205226,18386.0,5.0587008499035635,212.0,93.282394141993,569.0,81.9165870741802,16274.0,4.451739088807738,207.0,93.44157911493156,577.0,81.66189111747852
"Allen County, Kansas",001,20,13403.0,13411.0,13318.0,13081.0,12951.0,12557.0,926.0,748.0,775.0,681.0,645.0,679.0,-846.0,-6.312019697082738,2583.0,17.66581632653061,2685.0,14.41326530612245,-854.0,-6.3679069420624845,2466.0,21.42174051641696,2616.0,16.640102008288174,-761.0,-5.714071181859137,2455.0,21.79732313575526,2598.0,17.240280433397068,-524.0,-4.0058099533674785,2365.0,24.737344794651385,2452.0,21.967526265520533,-394.0,-3.0422361207628756,2297.0,26.902260426615726,2346.0,25.342247691817892
"Allen County, Kentucky",003,21,18799.0,19866.0,20123.0,20355.0,20421.0,20604.0,1324.0,1226.0,1181.0,1207.0,1246.0,1346.0,1805.0,9.601574551837855,1005.0,67.98469387755102,688.0,78.09311224489795,738.0,3.7148897614013965,1084.0,65.47656997131017,986.0,68.60057379662098,481.0,2.3902996571087742,1124.0,64.21287444231994,1078.0,65.67877629063098,249.0,1.223286661753864,1258.0,59.980897803247366,1263.0,59.82171283030881,183.0,0.8961363302482761,1334.0,57.561286214581344,1344.0,57.242916268704235
