Year,state,county,NAME,Total_Population,Educational Attainment for the Population 25 Years and Over_Estimate!!Total: (B15003_001E),Educational Attainment for the Population 25 Years and Over_Estimate!!Total:!!Bachelor's degree (B15003_022E),Educational Attainment for the Population 25 Years and Over_Estimate!!Total:!!Master's degree (B15003_023E),Educational Attainment for the Population 25 Years and Over_Estimate!!Total:!!Professional school degree (B15003_024E),Educational Attainment for the Population 25 Years and Over_Estimate!!Total:!!Doctorate degree (B15003_025E),Median_Earnings_for_Total_25plus_Population,Median_Earnings_Less_Than_HS,Median_Earnings_HS,Median_Earnings_Some_College,Median_Earnings_Bachelors_Degree,Median_Earnings_Postgraduate,Pct_With_Bachelors_Degree,State_Abbrev,Region
2023,01,001,"Autauga County, Alabama",59285,40767,6518,4006,599,407,47719,34865,37057,47667,58269,85027,28.28267961831874,AL,South
2023,01,003,"Baldwin County, Alabama",239945,171988,35348,14835,3843,2382,47748,33517,39002,41939,61119,72323,32.79763704444496,AL,South
2023,01,005,"Barbour County, Alabama",24757,17628,1179,559,193,90,34557,31197,31638,36667,56446,63134,11.464715225777173,AL,South
2023,01,007,"Bibb County, Alabama",22152,15931,1121,537,92,77,34001,24444,31422,37475,46250,63068,11.468206641139917,AL,South
2023,01,009,"Blount County, Alabama",59292,40991,4088,1843,287,168,42663,31836,36119,46369,57644,71716,15.57902954307043,AL,South
2023,01,011,"Bullock County, Alabama",10157,7378,493,117,54,0,31328,27839,32914,30904,31397,62361,8.999728923827595,AL,South
2023,01,013,"Butler County, Alabama",18807,13164,1046,581,154,31,36420,30893,33510,36535,52394,63409,13.764813126709207,AL,South
2023,01,015,"Calhoun County, Alabama",116141,78627,9842,4500,955,857,39654,28542,33000,40289,51187,62081,20.54510537092856,AL,South
2023,01,017,"Chambers County, Alabama",34450,24484,2386,921,174,90,38845,24605,34901,40921,43061,60570,14.585035124979578,AL,South
2023,01,019,"Cherokee County, Alabama",25224,18777,1726,894,254,120,42186,22426,35476,43503,54670,65821,15.945039143633169,AL,South
2023,01,021,"Chilton County, Alabama",45500,30747,2858,1614,144,72,44884,45714,41250,45556,51546,55267,15.24701596903763,AL,South
2023,01,023,"Choctaw County, Alabama",12525,8998,891,296,56,9,40933,24853,43561,35958,50641,53182,13.914203156256946,AL,South
2023,01,025,"Clarke County, Alabama",22802,15966,1545,714,179,25,40403,26075,35245,41895,51685,57794,15.426531379180759,AL,South
2023,01,027,"Clay County, Alabama",14188,10259,1154,316,93,0,43519,27109,31480,43606,60863,60000,15.235403060727167,AL,South
2023,01,029,"Cleburne County, Alabama",15254,10861,1201,647,103,27,44974,31442,44713,40871,60227,59696,18.211951017401713,AL,South
2023,01,031,"Coffee County, Alabama",54231,36904,4497,2525,557,366,42585,25537,30609,45716,59786,70208,21.528831562974204,AL,South
2023,01,033,"Colbert County, Alabama",57648,40978,5274,2120,522,391,43548,35179,37493,41598,56307,70456,20.271853189516325,AL,South
2023,01,035,"Conecuh County, Alabama",11411,8127,565,351,45,106,42188,45417,38964,40170,62500,66875,13.129075919773594,AL,South
2023,01,037,"Coosa County, Alabama",10323,7935,815,244,89,32,32224,23725,29905,34804,40547,48750,14.8708254568368,AL,South
2023,01,039,"Covington County, Alabama",37647,26459,2596,1441,392,116,38791,32600,33113,36830,51250,62902,17.177519936505536,AL,South
2023,01,041,"Crenshaw County, Alabama",13144,9104,1046,411,58,15,40352,36146,39504,29891,59737,52340,16.805799648506152,AL,South
2023,01,043,"Cullman County, Alabama",89463,62400,7754,3441,467,248,39804,28957,36420,38282,52875,62017,19.08653846153846,AL,South
2023,01,045,"Dale County, Alabama",49516,33832,4370,1726,257,186,39308,28358,32439,40408,54901,70859,19.32785528493734,AL,South
2023,01,047,"Dallas County, Alabama",37536,25507,2868,1184,105,181,31940,21838,31962,29588,33788,53545,17.007096091269062,AL,South
2023,01,049,"DeKalb County, Alabama",71946,48464,4115,2061,395,156,36368,26963,33585,36503,50788,63138,13.880406074612083,AL,South
2023,01,051,"Elmore County, Alabama",88669,61916,9976,3982,615,531,48925,27988,38385,48525,56500,76090,24.394340719684735,AL,South
2023,01,053,"Escambia County, Alabama",36695,25499,2080,899,152,54,35881,38300,31857,35652,47419,51739,12.490685909251344,AL,South
2023,01,055,"Etowah County, Alabama",103208,72570,7698,3220,1211,554,38850,24239,32948,40206,52125,70326,17.47691883698498,AL,South
2023,01,057,"Fayette County, Alabama",16173,11220,1107,377,207,59,39251,36750,37578,42200,28750,74750,15.597147950089127,AL,South
2023,01,059,"Franklin County, Alabama",31978,21156,2036,890,155,69,36894,34100,30778,38994,49002,60357,14.889393079977312,AL,South
2023,01,061,"Geneva County, Alabama",26726,18969,1812,665,20,29,39606,27436,29848,47418,46778,63833,13.316463703938004,AL,South
2023,01,063,"Greene County, Alabama",7589,5274,396,213,38,11,30331,-666666666,26333,35154,2499,56552,12.476298824421692,AL,South
2023,01,065,"Hale County, Alabama",14749,9968,1100,461,17,94,40457,-666666666,34107,41466,49250,63315,16.773675762439808,AL,South
2023,01,067,"Henry County, Alabama",17450,12722,1805,843,68,42,40127,25231,27699,41111,54286,59423,21.678981292249645,AL,South
2023,01,069,"Houston County, Alabama",107628,74490,10662,4517,1240,541,41532,28928,35243,39360,57448,70167,22.768156799570413,AL,South
2023,01,071,"Jackson County, Alabama",52839,37890,3583,1852,299,158,38280,25833,33416,40153,61333,68364,15.55027711797308,AL,South
2023,01,073,"Jefferson County, Alabama",669744,454593,96623,41844,15974,8925,48225,26365,35732,40314,61647,78602,35.93676101479785,AL,South
2023,01,075,"Lamar County, Alabama",13809,9826,678,358,74,29,37543,17014,33866,44596,41011,62031,11.591695501730104,AL,South
2023,01,077,"Lauderdale County, Alabama",95037,64931,10681,4959,1052,894,43258,23896,36393,47117,50419,60561,27.084135466880227,AL,South
2023,01,079,"Lawrence County, Alabama",33182,23380,2421,1022,161,48,42154,30557,38934,40552,57737,53977,15.620188195038494,AL,South
2023,01,081,"Lee County, Alabama",177663,109875,24876,14177,2381,3981,47343,30140,36450,42936,55492,66307,41.333333333333336,AL,South
2023,01,083,"Limestone County, Alabama",107577,75594,14425,6994,828,727,55264,35357,41021,51818,80749,92844,30.391300896896578,AL,South
2023,01,085,"Lowndes County, Alabama",10008,6999,636,275,53,7,37059,17964,37431,37614,45703,33155,13.873410487212459,AL,South
2023,01,087,"Macon County, Alabama",18951,11661,1311,683,284,140,35286,33586,30567,32893,53542,52500,20.735785953177256,AL,South
2023,01,089,"Madison County, Alabama",397135,272559,73736,39997,4949,5851,54786,29011,37295,42463,71501,103551,45.690290909491154,AL,South
2023,01,091,"Marengo County, Alabama",19027,12932,1562,943,106,29,41528,35592,40031,43790,47861,56815,20.414475719146303,AL,South
2023,01,093,"Marion County, Alabama",29190,20753,1752,708,89,114,37333,24747,33328,38499,41667,66823,12.831879728232062,AL,South
2023,01,095,"Marshall County, Alabama",98712,65093,9466,3376,628,412,41738,31079,35348,42085,63244,63241,21.32640990582705,AL,South
2023,01,097,"Mobile County, Alabama",413162,280248,45444,18428,4204,2407,43651,28725,37258,39850,53964,67490,25.150224087237017,AL,South
2023,01,099,"Monroe County, Alabama",19580,13506,842,552,73,67,37694,36690,35029,37282,53158,45781,11.357915000740412,AL,South
2023,01,101,"Montgomery County, Alabama",227197,150598,30013,15561,3526,2516,42372,26300,33996,37482,51718,68937,34.27402754352647,AL,South
2023,01,103,"Morgan County, Alabama",123742,85093,12989,5053,1005,729,44956,27083,38084,41914,64691,74054,23.240454561479794,AL,South
2023,01,105,"Perry County, Alabama",8231,5211,545,240,42,51,26765,40776,23924,27530,32813,27917,16.848973325657262,AL,South
2023,01,107,"Pickens County, Alabama",18843,13612,1245,424,165,37,40218,32159,39201,38692,46394,65473,13.745224801645607,AL,South
2023,01,109,"Pike County, Alabama",32953,19352,3102,1655,237,292,37240,25096,33555,36476,57446,59309,27.315006200909465,AL,South
2023,01,111,"Randolph County, Alabama",22310,15690,1899,1039,190,91,42666,37368,38360,41938,47673,70391,20.51625239005736,AL,South
2023,01,113,"Russell County, Alabama",58858,40019,4323,1808,245,368,38629,23868,32033,38515,53453,61707,16.85199530223144,AL,South
2023,01,115,"St. Clair County, Alabama",92903,65356,8822,3606,353,253,49522,29709,43307,50607,62255,75486,19.943080971907705,AL,South
2023,01,117,"Shelby County, Alabama",226955,155808,46948,18430,3954,2649,58609,32317,44019,50266,69472,80283,46.19852639145615,AL,South
2023,01,119,"Sumter County, Alabama",12020,7121,753,483,32,87,27435,-666666666,30775,23258,35389,57212,19.028226372700463,AL,South
2023,01,121,"Talladega County, Alabama",81170,57894,5312,3387,603,438,40660,30436,37457,36587,59026,61331,16.823850485369814,AL,South
2023,01,123,"Tallapoosa County, Alabama",41070,29757,3560,1442,440,130,40852,36160,36245,39146,61763,65548,18.725005880969185,AL,South
2023,01,125,"Tuscaloosa County, Alabama",234036,143277,26261,12280,2185,4231,46805,31435,37199,44622,59782,67485,31.377680995554066,AL,South
2023,01,127,"Walker County, Alabama",64886,44887,4328,2086,522,247,44332,37853,37978,44013,60356,65382,16.002406041838395,AL,South
2023,01,129,"Washington County, Alabama",15270,10738,917,578,168,77,51568,40000,44620,52473,62340,57072,16.204134848202646,AL,South
2023,01,131,"Wilcox County, Alabama",10347,6931,554,244,42,15,36031,33510,36504,29565,38875,65375,12.335882268070986,AL,South
2023,01,133,"Winston County, Alabama",23637,17058,1411,741,90,39,38061,26875,37525,37212,61742,51464,13.372024856372377,AL,South
2023,02,013,"Aleutians East Borough, Alaska",3423,2607,336,105,31,1,42353,30925,39231,59712,63125,72024,18.143459915611814,AK,West
2023,02,016,"Aleutians West Census Area, Alaska",5178,3921,581,83,18,5,52198,40208,46493,57759,82750,102500,17.521040550879878,AK,West
2023,02,020,"Anchorage Municipality, Alaska",289069,192495,45019,19008,5255,3248,59426,33737,41438,54439,71939,97242,37.67890075066885,AK,West
2023,02,050,"Bethel Census Area, Alaska",18487,10181,566,400,90,2,35164,9219,30395,36411,74257,109390,10.391906492486003,AK,West
2023,02,060,"Bristol Bay Borough, Alaska",878,696,140,32,0,3,58942,-666666666,-666666666,58750,70000,117841,25.14367816091954,AK,West
2023,02,063,"Chugach Census Area, Alaska",6964,4861,985,411,32,10,55585,29444,43966,47222,68068,86607,29.582390454638965,AK,West
2023,02,066,"Copper River Census Area, Alaska",2626,1841,319,177,15,11,58973,65313,36125,62697,42778,83261,28.354155350353068,AK,West
2023,02,068,"Denali Borough, Alaska",2029,1663,261,119,11,2,65781,55682,-666666666,30227,59280,91786,23.631990378833432,AK,West
2023,02,070,"Dillingham Census Area, Alaska",4780,2863,374,147,30,3,47092,18125,28620,55000,105104,124773,19.350331819769472,AK,West
2023,02,090,"Fairbanks North Star Borough, Alaska",95555,61207,12151,6173,941,1367,57748,33533,48521,54745,64485,83273,33.70856274609113,AK,West
2023,02,100,"Haines Borough, Alaska",2077,1581,325,222,21,16,42859,-666666666,34286,43897,44405,52500,36.93864642631246,AK,West
2023,02,105,"Hoonah-Angoon Census Area, Alaska",2313,1760,278,105,15,12,32900,24000,33417,27500,43750,77500,23.295454545454547,AK,West
2023,02,110,"Juneau City and Borough, Alaska",31969,22898,5864,2286,716,398,57405,33203,37951,56173,65342,83696,40.45768189361516,AK,West
2023,02,122,"Kenai Peninsula Borough, Alaska",59843,42452,8110,3384,626,357,51687,40270,43398,50970,51108,83646,29.390841420898898,AK,West
2023,02,130,"Ketchikan Gateway Borough, Alaska",13870,9985,1817,647,133,96,55306,41250,45374,55417,69390,86792,26.970455683525287,AK,West
2023,02,150,"Kodiak Island Borough, Alaska",12878,8456,1727,474,103,115,40846,35435,34309,42708,45565,84250,28.60690633869442,AK,West
2023,02,158,"Kusilvak Census Area, Alaska",8277,3994,194,33,3,0,30915,20486,26667,35000,49518,110521,5.758637956935403,AK,West
2023,02,164,"Lake and Peninsula Borough, Alaska",1007,652,80,40,0,0,46806,20625,48333,42847,-666666666,100278,18.404907975460123,AK,West
2023,02,170,"Matanuska-Susitna Borough, Alaska",110677,73088,11510,4827,908,501,57825,41442,46009,56658,72245,81890,24.280319614711033,AK,West
2023,02,180,"Nome Census Area, Alaska",9925,5547,466,437,42,23,49517,22143,34244,57770,80179,100000,17.4508743464936,AK,West
2023,02,185,"North Slope Borough, Alaska",10891,7302,647,355,60,28,76090,53333,88493,64226,92829,109018,14.9274171459874,AK,West
2023,02,188,"Northwest Arctic Borough, Alaska",7611,4084,345,106,48,7,46250,14327,37361,61250,61563,92500,12.389813907933398,AK,West
2023,02,195,"Petersburg Borough, Alaska",3394,2466,467,198,6,6,39788,28605,37059,36466,68281,85000,27.45336577453366,AK,West
2023,02,198,"Prince of Wales-Hyder Census Area, Alaska",5730,4098,493,183,10,10,39659,38681,35221,35791,61308,84821,16.98389458272328,AK,West
2023,02,220,"Sitka City and Borough, Alaska",8393,6101,1330,555,116,96,51176,26250,41250,53087,50227,82197,34.37141452220948,AK,West
2023,02,230,"Skagway Municipality, Alaska",1308,1038,221,49,18,0,53229,-666666666,41086,43750,74107,82083,27.745664739884393,AK,West
2023,02,240,"Southeast Fairbanks Census Area, Alaska",6936,4674,624,258,18,15,47330,50167,59050,34449,80298,90764,19.57637997432606,AK,West
2023,02,275,"Wrangell City and Borough, Alaska",2106,1515,218,54,8,6,47466,12000,47125,56364,56953,33958,18.877887788778878,AK,West
2023,02,282,"Yakutat City and Borough, Alaska",506,398,43,16,0,0,50000,-666666666,47083,36719,79167,109028,14.824120603015075,AK,West
2023,02,290,"Yukon-Koyukuk Census Area, Alaska",5271,3479,302,120,20,3,35739,32500,32065,33158,53947,61786,12.791031905720034,AK,West
2023,04,001,"Apache County, Arizona",65680,42473,3769,2251,171,294,38898,28051,33757,37941,47286,71395,15.268523532597179,AZ,West
2023,04,003,"Cochise County, Arizona",125458,89259,15057,7394,1176,1060,41674,25240,30979,41186,59880,74437,27.657715188384365,AZ,West
2023,04,005,"Coconino County, Arizona",144643,87596,20482,9806,1943,2474,47118,27197,38426,40091,54203,71494,39.61938901319695,AZ,West
2023,04,007,"Gila County, Arizona",53610,40128,4991,2109,238,225,40023,29699,37800,35959,50815,69632,18.847188995215312,AZ,West
2023,04,009,"Graham County, Arizona",38860,24775,2407,1029,102,77,40832,35389,32655,41756,58732,68199,14.591321897073662,AZ,West
2023,04,011,"Greenlee County, Arizona",9452,6030,946,205,56,24,56928,51674,43657,61589,59197,55389,20.41459369817579,AZ,West
2023,04,012,"La Paz County, Arizona",16605,13237,1165,587,44,38,38716,27125,40888,33961,74375,58750,13.855103120042306,AZ,West
2023,04,013,"Maricopa County, Arizona",4491987,3053505,681592,299767,68274,45293,52654,34429,40825,48358,69592,86775,35.858005799892254,AZ,West
2023,04,015,"Mohave County, Arizona",217420,169454,15551,6814,1759,1100,38017,27593,33814,39586,49595,68209,14.88545563987867,AZ,West
2023,04,017,"Navajo County, Arizona",107744,71809,7503,3819,801,538,38318,28090,33314,36587,49726,69493,17.631494659443803,AZ,West
2023,04,019,"Pima County, Arizona",1049947,720400,146720,77426,16976,17290,44893,28617,35543,40676,56533,76299,35.870627429205996,AZ,West
2023,04,021,"Pinal County, Arizona",449219,317410,47556,18256,2237,2258,47542,33233,41430,48342,60570,68910,22.150215809205758,AZ,West
2023,04,023,"Santa Cruz County, Arizona",48209,31301,4808,2025,405,296,38809,24556,35618,35679,49257,58214,24.069518545733363,AZ,West
2023,04,025,"Yavapai County, Arizona",241656,188587,32658,16676,3775,2717,41421,34252,36827,37413,49943,67827,29.602252541267426,AZ,West
2023,04,027,"Yuma County, Arizona",207685,134669,14330,6400,1357,365,39931,28336,35235,41103,56408,70217,16.671988356637385,AZ,West
2023,05,001,"Arkansas County, Arkansas",16773,11640,1143,471,166,4,42587,27598,41786,38581,54479,67981,15.326460481099657,AR,South
2023,05,003,"Ashley County, Arkansas",18722,13048,1131,382,23,53,37445,27500,38002,34782,45455,53520,12.178111587982833,AR,South
2023,05,005,"Baxter County, Arkansas",42150,32157,4317,1240,264,208,34322,29167,28941,32806,43917,62284,18.74863948751438,AR,South
2023,05,007,"Benton County, Arkansas",294541,194531,46597,19769,3131,1716,53778,36409,41014,48245,72553,101259,36.60753298960063,AR,South
2023,05,009,"Boone County, Arkansas",37896,26566,2866,1049,286,132,36749,24583,36070,35108,45097,60760,16.310321463524804,AR,South
2023,05,011,"Bradley County, Arkansas",10354,6932,723,235,89,46,42245,50873,34511,40850,44963,64120,15.767455279861512,AR,South
2023,05,013,"Calhoun County, Arkansas",4717,3386,374,132,99,8,40122,41250,32782,33667,41618,88417,18.103957471943296,AR,South
2023,05,015,"Carroll County, Arkansas",28526,20343,2928,1084,180,104,35459,31641,34598,31861,41913,55945,21.117829228727327,AR,South
2023,05,017,"Chicot County, Arkansas",9997,6977,844,250,56,52,37313,36563,30542,36422,50075,62417,17.228034972051024,AR,South
2023,05,019,"Clark County, Arkansas",21378,12377,2035,766,63,291,39003,33108,33545,36175,44153,62625,25.490829764886485,AR,South
2023,05,021,"Clay County, Arkansas",14399,10268,962,574,54,14,36643,33125,34646,32128,43867,53958,15.621347876899105,AR,South
2023,05,023,"Cleburne County, Arkansas",25048,18703,2334,861,105,117,37543,19452,34231,38996,49464,55921,18.269796289365342,AR,South
2023,05,025,"Cleveland County, Arkansas",7491,5373,587,237,20,29,46998,36979,39479,51324,49917,58873,16.24790619765494,AR,South
2023,05,027,"Columbia County, Arkansas",22527,14086,1905,771,94,101,35447,37019,29047,31137,53933,54100,20.38193951441147,AR,South
2023,05,029,"Conway County, Arkansas",20872,14577,1799,628,68,153,40164,27734,32800,33963,61211,78259,18.16560334773959,AR,South
2023,05,031,"Craighead County, Arkansas",112097,71712,11967,5493,1572,880,42155,31344,31257,41851,55438,66317,27.76662204373048,AR,South
2023,05,033,"Crawford County, Arkansas",60792,41383,5652,1573,484,279,41048,29315,37453,38324,59462,59545,19.302612183746948,AR,South
2023,05,035,"Crittenden County, Arkansas",47609,30433,3666,1344,100,123,41749,30369,35581,37637,56396,68681,17.195150001642954,AR,South
2023,05,037,"Cross County, Arkansas",16681,11460,1153,369,95,83,38022,25678,33544,36414,60938,54375,14.834205933682373,AR,South
2023,05,039,"Dallas County, Arkansas",6351,4599,378,120,14,0,40028,34340,34142,48713,57798,96364,11.132854968471406,AR,South
2023,05,041,"Desha County, Arkansas",11041,7503,567,368,4,39,35216,21555,31676,34577,47750,48328,13.034786085565774,AR,South
2023,05,043,"Drew County, Arkansas",17143,10968,1721,554,127,157,39475,31706,29337,38635,53750,75769,23.331509846827135,AR,South
2023,05,045,"Faulkner County, Arkansas",126001,78450,15950,7092,1865,1136,47432,31560,38104,43604,54688,67617,33.19694072657744,AR,South
2023,05,047,"Franklin County, Arkansas",17220,12096,1080,321,84,107,40928,36250,34962,47919,52656,43661,13.161375661375661,AR,South
2023,05,049,"Fulton County, Arkansas",12239,8956,839,529,25,15,31762,53004,27762,35589,48341,53983,15.721304153640018,AR,South
2023,05,051,"Garland County, Arkansas",100062,72924,12092,5292,982,774,36774,30990,29253,34292,53377,64935,26.24650320882014,AR,South
2023,05,053,"Grant County, Arkansas",18111,12723,2010,475,136,42,48859,33409,41480,42097,70863,79524,20.930598129372004,AR,South
2023,05,055,"Greene County, Arkansas",46182,31233,3244,1559,197,150,40065,24922,34172,41105,54211,70000,16.488969999679824,AR,South
2023,05,057,"Hempstead County, Arkansas",19778,13230,1200,567,151,13,38745,31875,36593,36645,52590,64821,14.595616024187454,AR,South
2023,05,059,"Hot Spring County, Arkansas",33142,23992,2407,1190,70,120,38078,23013,36743,36895,45078,56489,15.784428142714239,AR,South
2023,05,061,"Howard County, Arkansas",12701,8412,984,373,36,10,35596,31425,30972,34728,51204,52035,16.67855444602948,AR,South
2023,05,063,"Independence County, Arkansas",38120,25363,2827,1033,239,180,38858,33129,32691,38180,50000,64388,16.871032606552852,AR,South
2023,05,065,"Izard County, Arkansas",13866,10513,1350,487,79,51,34352,29712,33177,28604,46154,58052,18.710168362979168,AR,South
2023,05,067,"Jackson County, Arkansas",16775,11972,1033,426,64,64,32610,21742,30844,27306,47991,57500,13.255930504510525,AR,South
2023,05,069,"Jefferson County, Arkansas",65780,44949,6459,2117,350,352,36275,21691,32797,35111,47021,60300,20.641171105030146,AR,South
2023,05,071,"Johnson County, Arkansas",25932,17320,2214,646,143,128,34943,28203,31016,30849,56648,63194,18.077367205542725,AR,South
2023,05,073,"Lafayette County, Arkansas",6211,4495,301,93,20,0,36815,41750,32861,36851,44875,57292,9.210233592880979,AR,South
2023,05,075,"Lawrence County, Arkansas",16265,10928,1040,371,9,114,37409,27946,35927,36541,49231,61042,14.037335285505124,AR,South
2023,05,077,"Lee County, Arkansas",8511,6045,326,82,5,2,38903,55625,37146,39125,50833,52250,6.865177832919769,AR,South
2023,05,079,"Lincoln County, Arkansas",12966,9801,687,255,95,29,42782,47609,31189,42537,49934,56834,10.876441179471483,AR,South
2023,05,081,"Little River County, Arkansas",11959,8457,1028,349,70,28,40732,53025,35406,40210,40954,69808,17.441172992787042,AR,South
2023,05,083,"Logan County, Arkansas",21240,15210,1635,558,110,62,36881,33149,33358,38420,51250,56419,15.548980933596319,AR,South
2023,05,085,"Lonoke County, Arkansas",74747,50271,7099,2927,309,219,48627,36166,40181,48080,58246,71841,20.994211374351018,AR,South
2023,05,087,"Madison County, Arkansas",17032,11964,1036,340,152,8,36455,42708,35444,38095,36760,56554,12.83851554663992,AR,South
2023,05,089,"Marion County, Arkansas",17076,13019,1180,696,43,91,33955,26605,31026,30625,53850,61563,15.438973807512097,AR,South
2023,05,091,"Miller County, Arkansas",42588,28871,2704,1574,185,170,43932,26776,39115,45300,52525,65324,16.047244639950122,AR,South
2023,05,093,"Mississippi County, Arkansas",39749,25927,2442,1002,153,79,37329,29025,33625,40915,50345,51179,14.178269757395766,AR,South
2023,05,095,"Monroe County, Arkansas",6681,4732,570,123,43,4,39141,27941,39045,37778,43140,70000,15.638207945900254,AR,South
2023,05,097,"Montgomery County, Arkansas",8571,6506,824,194,60,18,35012,29516,34129,27647,50515,61250,16.845988318475253,AR,South
2023,05,099,"Nevada County, Arkansas",8228,5604,508,136,0,10,36064,24904,31809,37625,45208,46111,11.670235546038544,AR,South
2023,05,101,"Newton County, Arkansas",7175,5227,487,241,17,0,35213,26964,31750,36790,38476,66563,14.25291754352401,AR,South
2023,05,103,"Ouachita County, Arkansas",22317,15661,1460,774,91,39,42142,-666666666,38977,40012,56250,57692,15.094821531192133,AR,South
2023,05,105,"Perry County, Arkansas",10073,7238,882,303,45,10,45456,43611,37090,38095,60365,62583,17.131804365846918,AR,South
2023,05,107,"Phillips County, Arkansas",15910,10432,1007,430,38,41,39337,33266,27098,42758,49014,65531,14.532208588957054,AR,South
2023,05,109,"Pike County, Arkansas",10182,7091,965,394,18,10,43845,24101,35864,41737,59375,57250,19.56000564095332,AR,South
2023,05,111,"Poinsett County, Arkansas",22740,15455,1309,438,70,26,36475,24335,33579,37171,53850,52155,11.924943384018118,AR,South
2023,05,113,"Polk County, Arkansas",19348,13545,1604,597,80,49,36498,27452,29733,41267,36585,58945,17.201919527500923,AR,South
2023,05,115,"Pope County, Arkansas",63830,41500,6708,2565,449,502,41307,33304,34667,40296,45231,71239,24.636144578313253,AR,South
2023,05,117,"Prairie County, Arkansas",8162,5932,662,279,22,28,38394,30000,35015,34455,46452,58380,16.70600134861767,AR,South
2023,05,119,"Pulaski County, Arkansas",398949,270517,59781,27809,8503,4975,46046,29735,34667,40046,58391,75203,37.36105309462991,AR,South
2023,05,121,"Randolph County, Arkansas",18733,12777,1093,486,121,150,34765,27031,35978,28176,61827,110116,14.47914220865618,AR,South
2023,05,123,"St. Francis County, Arkansas",22740,16143,1179,753,76,75,32756,24860,34323,32314,40047,42564,12.903425633401474,AR,South
2023,05,125,"Saline County, Arkansas",125724,87117,16852,5831,1350,795,53055,32489,41256,49967,65144,78821,28.499603980853337,AR,South
2023,05,127,"Scott County, Arkansas",9839,6908,603,109,16,20,33756,28287,33802,31929,47083,70759,10.828025477707007,AR,South
2023,05,129,"Searcy County, Arkansas",7861,5742,565,164,51,6,29175,24708,22604,28716,39764,-666666666,13.688610240334379,AR,South
2023,05,131,"Sebastian County, Arkansas",128448,86433,12795,5444,1425,1411,40701,30381,32714,39014,54886,75128,24.383048141334907,AR,South
2023,05,133,"Sevier County, Arkansas",15797,9598,680,340,29,0,38015,36565,33819,35091,48482,66023,10.929360283392374,AR,South
2023,05,135,"Sharp County, Arkansas",17597,12751,1070,318,62,71,33579,23667,33556,29760,58438,52598,11.92847619794526,AR,South
2023,05,137,"Stone County, Arkansas",12474,9140,902,375,23,106,27101,-666666666,24655,25356,45833,58636,15.38293216630197,AR,South
2023,05,139,"Union County, Arkansas",38368,26206,3278,1326,287,67,40716,23830,36779,38275,61583,64432,18.91933145081279,AR,South
2023,05,141,"Van Buren County, Arkansas",15936,11888,1245,459,147,25,32697,20586,32106,37512,44344,43967,15.780619111709287,AR,South
2023,05,143,"Washington County, Arkansas",251863,154416,31300,15211,3663,3276,45037,30210,37472,40648,56645,78492,34.61428867474873,AR,South
2023,05,145,"White County, Arkansas",77395,50957,5722,3160,474,735,39870,24782,36270,37376,50266,65340,19.8029711325235,AR,South
2023,05,147,"Woodruff County, Arkansas",6157,4361,359,301,30,3,41571,29911,37452,41094,45913,75417,15.890850722311397,AR,South
2023,05,149,"Yell County, Arkansas",20195,13759,1399,408,88,75,40583,34667,40720,40131,44844,70217,14.317901010247837,AR,South
2023,06,001,"Alameda County, California",1651949,1189902,341463,191764,37169,42039,73582,35067,45026,56037,93280,127322,51.46936470398403,CA,West
2023,06,003,"Alpine County, California",1695,1178,264,145,46,41,44286,30673,-666666666,40345,48929,86439,42.10526315789474,CA,West
2023,06,005,"Amador County, California",41029,32504,5027,1663,414,191,49672,46181,41683,45123,70187,78188,22.443391582574453,CA,West
2023,06,007,"Butte County, California",209470,136246,28185,9610,3230,2193,46325,32222,37912,42034,57367,80464,31.72056427344656,CA,West
2023,06,009,"Calaveras County, California",45995,35694,5242,2022,390,265,47739,46984,40054,47990,59917,71875,22.185801535272034,CA,West
2023,06,011,"Colusa County, California",21895,13970,1579,347,71,32,45193,36479,43460,48482,72404,61711,14.523979957050823,CA,West
2023,06,013,"Contra Costa County, California",1161458,810988,221951,97680,26108,18477,70249,35536,46641,58503,94868,121579,44.91015896659383,CA,West
2023,06,015,"Del Norte County, California",27293,19853,2540,1063,359,202,41544,24375,35696,40806,74722,63409,20.974160076562736,CA,West
2023,06,017,"El Dorado County, California",192299,141832,36513,12422,4077,2053,62959,31683,46208,52953,85837,118166,38.82410175418806,CA,West
2023,06,019,"Fresno County, California",1012152,631185,98932,34067,11786,5781,43527,27533,37078,43524,67187,90735,23.854495908489586,CA,West
2023,06,021,"Glenn County, California",28623,18626,2314,489,177,90,43863,36488,40154,43716,60987,73889,16.482336518844626,CA,West
2023,06,023,"Humboldt County, California",135418,93495,19521,6898,2208,1371,40445,31593,34395,36771,44890,67129,32.085138242686774,CA,West
2023,06,025,"Imperial County, California",179319,110582,12731,3439,1207,427,36871,24197,34551,40904,54724,84454,16.100269483279376,CA,West
2023,06,027,"Inyo County, California",18803,13897,2759,1338,107,218,54697,22690,43828,48741,68526,81023,31.819817226739584,CA,West
2023,06,029,"Kern County, California",910433,558810,68949,25215,6405,3222,41241,27371,36468,42646,67239,98505,18.573575991839803,CA,West
2023,06,031,"Kings County, California",152830,95545,8991,3015,765,528,43446,30771,38334,47109,67841,98355,13.919095714061436,CA,West
2023,06,033,"Lake County, California",68139,48935,5743,1843,809,288,41214,32123,35768,40622,70018,66058,17.743946050883824,CA,West
2023,06,035,"Lassen County, California",31177,23326,2309,547,143,83,44846,35288,42632,43051,61298,62955,13.212723998971105,CA,West
